	Gene	Chrom	Start-End	nSNPS	TopSNP P-Value	TopSNP Position	Binarized Heat	Negative Log	Size Adjusted Heat	HumanGene	
12633	LOC108351491	chr7	86578770-86580105	8.0	1.81E-01	86587306.0	0.0	0.7431428019956137	0.7071846761601859		
12688	LOC108351581	chr7	86555700-86578769	11.0	1.81E-01	86587306.0	0.0	0.7431428019956137	0.6853647326940828		
16533	Olr1200	chr8	40345159-40346095	13.0	1.81E-01	40347139.0	0.0	0.7430682856499844	0.7075107375932892		
9674	LOC102556336	chr20	50887961-50903440	139.0	1.81E-01	50912238.0	0.0	0.7430586715688864	0.6929006156522695		
10879	LOC103693581	chr11	"64786983-64790665	64786983-64790669	64786983-64790752"	33.0	1.81E-01	64779529.0	0.0	0.7430178140984294	0.7046160634172991		
23730	Zfp692	chr10	"43740738-43752713	43741117-43752713	43744366-43752713	43744366-43752713	43746779-43752172"	1.0	1.81E-01	43760387.0	0.0	0.7430154108375125	0.6963752109025476	ZNF692	
4716	Gbx2	chr9	97063264-97065855	13.0	1.81E-01	97075623.0	0.0	0.742952930721153	0.7057338382439	GBX2	
10927	LOC103693759	chr14	58204453-58262254	75.0	1.81E-01	58260148.0	0.0	0.7429192913043553	0.6502718801207648		
9581	LOC102555975	chr10	"89494413-89500502	89494413-89500503"	55.0	1.81E-01	89492883.0	0.0	0.7428376064241318	0.7021056777368901		
22016	Tmem106a	chr10	"89484268-89493288	89484281-89493288	89484467-89493283"	68.0	1.81E-01	89492883.0	0.0	0.7428376064241318	0.6991640915421868	TMEM106A	
4935	Gng12	chr4	"97634924-97763478	97635544-97763478	97656999-97763478	97657670-97760103	97743431-97763478	97755323-97763478"	139.0	1.81E-01	97723575.0	0.0	0.742587842120572	0.578907650038059	GNG12	
9553	LOC102555864	chr6	41186205-41193574	24.0	1.81E-01	41196673.0	0.0	0.7425854412378127	0.7005694549590946		
4566	Fto	chr19	16774548-17115098	438.0	1.81E-01	17040222.0	0.0	0.7425830403683259	0.3660685455785355	FTO	
7074	LOC102546355	chr19	"17018320-17034592	17018320-17034592	17018320-17034592"	28.0	1.81E-01	17040222.0	0.0	0.7425830403683259	0.691628848665907		
13090	LOC108352335	chr11	58580430-58584515	30.0	1.81E-01	58583401.0	0.0	0.7425614331401862	0.7038424328899344		
11082	LOC103694288	chr19	"14432260-14445627	14432260-14445627"	113.0	1.81E-01	14422264.0	0.0	0.7425518302727349	0.6945141259067027		
684	Ap4b1	chr2	"206293678-206305705	206293680-206305705	206293719-206305702"	94.0	1.81E-01	206288753.0	0.0	0.7423934136076888	0.6957010080474255	AP4B1	
3022	Dclre1b	chr2	"206285084-206293562	206285084-206293564	206285084-206293594	206285086-206293599"	80.0	1.81E-01	206288753.0	0.0	0.7423934136076888	0.6992268956637389	DCLRE1B	
5719	Igip	chr18	29115050-29125681	6.0	1.81E-01	29125345.0	0.0	0.7422734394413679	0.6969825541295025	IGIP	
11416	LOC108348808	chr18	64691543-64698694	32.0	1.81E-01	64704059.0	0.0	0.7422038696079819	0.7004067453737846		
15996	Nfat5	chr19	"38446058-38533735	38451556-38531186	38451556-38531186	38451556-38531186	38451556-38531186	38451556-38531186	38451556-38533720	38451556-38533720"	36.0	1.81E-01	38457381.0	0.0	0.7421510999260332	0.6195095490997955	NFAT5	
20583	Slc20a2	chr16	"74318286-74377262	74318286-74377622	74318286-74378421	74318291-74408030"	63.0	1.81E-01	74414659.0	0.0	0.7419161128441821	0.6171993884123297	SLC20A2	
20909	Smim19	chr16	74408084-74422070	84.0	1.81E-01	74414659.0	0.0	0.7419161128441821	0.6932569607462318	SMIM19	
12025	LOC108350357	chr3	15197374-15199549	27.0	1.81E-01	15205559.0	0.0	0.7419041271156891	0.7051026796408242		
11921	LOC108350086	chr2	209686748-209708844	76.0	1.81E-01	209704414.0	0.0	0.7418537906678684	0.685052568932019		
311	Adgrg6	chr1	"8593341-8751539	8595743-8751539	8596002-8751540	8596041-8751540"	336.0	1.81E-01	8617637.0	0.0	0.741829822981223	0.5483874047069079	ADGRG6	
10527	LOC103692561	chr6	14761626-14783609	2.0	1.81E-01	14754941.0	0.0	0.7416812528398571	0.6849934779435987		
23523	Zdhhc1	chr19	"37428958-37445123	37428958-37453889	37428958-37454149	37428958-37454149	37428958-37454150	37428958-37454150	37428958-37454150"	36.0	1.81E-01	37440120.0	0.0	0.7416812528398571	0.6817717884900822	ZDHHC1	
3710	Elf3	chr13	"52083872-52088693	52083872-52088797	52083872-52088797	52083872-52088798"	67.0	1.81E-01	52088911.0	0.0	0.7414848348763745	0.701921509032353	ELF3	
19788	Rnpep	chr13	"52092862-52124006	52092862-52124006	52092865-52111237"	111.0	1.81E-01	52088911.0	0.0	0.7414848348763745	0.6755998343385881	RNPEP	
19010	RGD1562024	chr17	"8612870-8619737	8613579-8620715	8613579-8620715	8613579-8625273"	105.0	1.81E-01	8624902.0	0.0	0.741353140876944	0.6942832484875994		
4008	Fam105a	chr2	80383641-80408672	68.0	1.81E-01	80402407.0	0.0	0.741343564689124	0.6815957369869079		
16210	Nr1h2	chr1	100554576-100559896	11.0	1.81E-01	100548857.0	0.0	0.7413052620492523	0.7013463781981613	NR1H2	
18140	Pold1	chr1	"100538065-100553588	100538065-100554105	100538097-100549064"	33.0	1.81E-01	100548857.0	0.0	0.7413052620492523	0.6905839877520115	POLD1	
8736	LOC102552637	chr7	68879462-68890194	43.0	1.81E-01	68898426.0	0.0	0.7412813246146629	0.6958890399151985		
3209	Dhx8	chr10	"89645978-89683839	89645980-89683239	89646194-89683446"	144.0	1.81E-01	89658251.0	0.0	0.7412741436415582	0.6686455818512727	DHX8	
2099	Ces1d	chr19	15195513-15239827	2.0	1.81E-01	15231959.0	0.0	0.7412645691954485	0.6621574900964871	CES1	
7134	LOC102546564	chr5	168536439-168547815	92.0	1.81E-01	168543524.0	0.0	0.7412549949604123	0.6952161636707128		
18269	Ppp1r15b	chr13	49933154-49940961	22.0	1.81E-01	49923633.0	0.0	0.7412190934587397	0.6987633751823155	PPP1R15B	
10208	LOC103691672	chr2	215873634-215895580	107.0	1.81E-01	215890173.0	0.0	0.7411831949246646	0.6845325663387145		
9809	LOC103689958	chr1	64486156-64487250	24.0	1.81E-01	64492289.0	0.0	0.7411592642170377	0.7054430913757817		
17000	Olr386	chr1	"64491457-64495331	64491551-64492526"	16.0	1.81E-01	64492289.0	0.0	0.7411592642170377	0.7026520983309779		
22237	Tmsb10	chr4	"100882215-100883275	100882215-100883303"	39.0	1.82E-01	100888965.0	0.0	0.7410755171231204	0.7053653680078602	TMSB10	
18016	Plekha1	chr1	"201429715-201478489	201429715-201481411	201429716-201481411	201429716-201481411	201429716-201481411	201429718-201477380	201429718-201481411	201429770-201480878	201430041-201481411	201447929-201481411"	102.0	1.82E-01	201482663.0	0.0	0.7409965703661747	0.6544783003834933	PLEKHA1	
23117	Vom1r84	chr4	"88206953-88208035	88207123-88208032"	33.0	1.82E-01	88200547.0	0.0	0.7409559064247678	0.7052517810355039		
19048	RGD1562683	chr11	33747461-33760100	12.0	1.82E-01	33762757.0	0.0	0.7408937218780384	0.6935868962661851		
7498	LOC102547925	chr14	"104709527-104715761	104709527-104715761	104709527-104715761"	84.0	1.82E-01	104724653.0	0.0	0.740778943025199	0.6999024449140538		
21925	Timmdc1	chr11	64790800-64815484	65.0	1.82E-01	64783674.0	0.0	0.7406594139683305	0.6812599584195485	TIMMDC1	
17306	Olr894	chr7	5167966-5168902	1.0	1.82E-01	5159994.0	0.0	0.740573373412948	0.7050158253562528		
16655	Olr1416	chr10	43946564-43947494	11.0	1.82E-01	43950460.0	0.0	0.7404586791819957	0.7049071548512966		
16645	Olr1406	chr10	36485604-36486516	78.0	1.82E-01	36485994.0	0.0	0.7404395664213494	0.7049061132686383		
12157	LOC108350623	chr3	163137451-163139161	9.0	1.82E-01	163132785.0	0.0	0.7404252324028354	0.7040906236926587		
16856	Olr1877	chr7	"139834368-139839495	139834368-139844747"	126.0	1.82E-01	139829060.0	0.0	0.7403989545975719	0.6953610657775378		
22341	Tox3	chr19	"18079021-18188366	18079021-18188366	18157941-18188130"	82.0	1.82E-01	18162995.0	0.0	0.7403607351734725	0.5959655018670875	TOX3	
14771	Med1	chr10	"86101559-86145269	86101560-86135127	86101560-86145271	86101560-86145271	86103599-86144880"	80.0	1.82E-01	86141031.0	0.0	0.7400622616488168	0.6615595630581188	MED1	
5840	Ino80	chr3	111186370-111266542	83.0	1.82E-01	111185322.0	0.0	0.7399500886466986	0.6248432150870986	INO80	
20756	Slc44a3	chr2	225038260-225112859	230.0	1.82E-01	225084207.0	0.0	0.7399214533736737	0.630409617310006	SLC44A3	
3963	F11r	chr13	89826271-89850151	51.0	1.82E-01	89846410.0	0.0	0.7399071364451567	0.6813148601798362	F11R	
15805	Napb	chr3	"143017570-143032158	143020651-143063904"	6.0	1.82E-01	143070060.0	0.0	0.7398928199885954	0.6587577531376541	NAPB	
13340	LOC108352771	chr14	76981333-76989731	21.0	1.82E-01	76999463.0	0.0	0.7398522592577133	0.6968032039706848		
20921	Smlr1	chr1	20856186-20877716	78.0	1.82E-01	20885871.0	0.0	0.7398307874631119	0.6835978038795498	SMLR1	
10439	LOC103692323	chr13	93750012-93783081	122.0	1.82E-01	93788519.0	0.0	0.7398236304341449	0.6720060178059817		
1903	Cd82	chr3	"82324343-82368794	82324343-82368846	82324348-82368357"	99.0	1.82E-01	82316284.0	0.0	0.7397234444109069	0.660426617943072	CD82	
11482	LOC108348917	chr1	244858783-244860281	106.0	1.82E-01	244857364.0	0.0	0.7395851302678473	0.7034633598761955		
10729	LOC103693164	chr8	102585703-102590071	1.0	1.82E-01	102596249.0	0.0	0.7395708244220652	0.7005677050956698		
6009	Jam3	chr8	28147109-28208466	85.0	1.82E-01	28187521.0	0.0	0.7394254083998039	0.6432079356092628	JAM3	
12791	LOC108351773	chr8	"109833937-109839194	109833937-109839194"	18.0	1.82E-01	109846858.0	0.0	0.7394182580481773	0.699522623320044		
3844	Eral1	chr10	"65272848-65291064	65272852-65291070"	12.0	1.82E-01	65291738.0	0.0	0.7393729752215187	0.6864610725704066	ERAL1	
14976	Mir144	chr10	65291364-65291447	4.0	1.82E-01	65291738.0	0.0	0.7393729752215187	0.7046718002105852	MIR144	
15174	Mir451a	chr10	65291203-65291275	4.0	1.82E-01	65291738.0	0.0	0.7393729752215187	0.7046828437082446	MIR451A	
17297	Olr877	chr7	3450049-3450988	8.0	1.82E-01	3441599.0	0.0	0.7393062512396852	0.703745691319992		
2991	Dbndd2	chr3	"160933832-160938468	160934168-160938468	160934430-160938468	160934449-160938468	160935708-160938468"	51.0	1.82E-01	160939051.0	0.0	0.7392681278521924	0.6999959487646432	DBNDD2	
17885	Pigt	chr3	"160945555-160954738	160945578-160954737"	51.0	1.82E-01	160939051.0	0.0	0.7392681278521924	0.6954309684140234	PIGT	
23496	Zc3h12c	chr8	"56639438-56679984	56639438-56696717	56639438-56696717	56642005-56696968"	125.0	1.82E-01	56682294.0	0.0	0.7390704164700753	0.6466950769106363	ZC3H12C	
15770	Naaladl1	chr1	221470674-221484222	64.0	1.82E-01	221494025.0	0.0	0.7390585090197516	0.6908390889195077	NAALADL1	
20020	Sac3d1	chr1	221484209-221486669	55.0	1.82E-01	221494025.0	0.0	0.7390585090197516	0.7019709345600775	SAC3D1	
20996	Snx15	chr1	221487057-221496200	69.0	1.82E-01	221494025.0	0.0	0.7390585090197516	0.6952615077548892	SNX15	
11098	LOC103694344	chr19	49490033-49493806	18.0	1.82E-01	49492970.0	0.0	0.7389751660076026	0.700569399509142		
2884	Cyp17a1	chr1	"266422126-266429947	266422150-266428144	266422150-266429429"	52.0	1.82E-01	266435003.0	0.0	0.738934690886116	0.6964649172490343	CYP17A1	
4650	Galm	chr6	2808987-2860742	143.0	1.82E-01	2833879.0	0.0	0.7387466500949885	0.6521691468066799	GALM	
23068	Vom1r23	chr1	61685996-61686944	15.0	1.83E-01	61683201.0	0.0	0.7387109553426565	0.7031413598339693		
17281	Olr851	chr5	69577498-69578458	32.0	1.83E-01	69568398.0	0.0	0.7386443329867209	0.7030626900260419	OR13C8	
10788	LOC103693323	chr10	36741138-37031200	334.0	1.83E-01	36776377.0	0.0	0.738553933276098	0.4127270848338096		
3877	Ern2	chr1	"192126022-192142854	192126056-192142865"	57.0	1.83E-01	192134642.0	0.0	0.7384944700426451	0.6869670204162759	ERN2	
18051	Plk1	chr1	192115989-192125969	52.0	1.83E-01	192134642.0	0.0	0.7384944700426451	0.6938571590013436	PLK1	
10437	LOC103692320	chr5	"39230844-39231794	39230844-39238161"	189.0	1.83E-01	39226151.0	0.0	0.7384373929971793	0.6964736123437598		
20007	S100a3	chr2	"189955618-189996029	189973018-189996029	189974454-189996029	189976624-189996029	189980320-189996029	189993261-189996029	189993318-189996029	189993582-189996029	189993663-189996029	189994105-189996029	189994204-189996029"	66.0	1.83E-01	189976348.0	0.0	0.7383945901352932	0.6632059447967165	S100A3	
5596	Htr3b	chr8	"53247880-53278170	53248704-53277859"	21.0	1.83E-01	53237982.0	0.0	0.7383827012000568	0.6733550776623647	HTR3B	
3158	Dera	chr4	171748253-171826414	111.0	1.83E-01	171830310.0	0.0	0.738375567995134	0.6252876465985198	DERA	
5182	Gsx2	chr14	35650984-35652709	36.0	1.83E-01	35644954.0	0.0	0.7382733382639028	0.7019236702387364	GSX2	
8539	LOC102551929	chr1	220882083-220884570	17.0	1.83E-01	220875583.0	0.0	0.7382257977497036	0.7011111165230477		
10662	LOC103692974	chr7	139330446-139333167	29.0	1.83E-01	139331549.0	0.0	0.738206783001069	0.70085717646057		
12678	LOC108351548	chr7	139324873-139336778	36.0	1.83E-01	139331549.0	0.0	0.738206783001069	0.6916368598693907		
5148	Grpel2	chr18	57037994-57050234	59.0	1.83E-01	57054964.0	0.0	0.7381307323306789	0.6912244844975584	GRPEL2	
8872	LOC102553126	chr4	62663335-62678025	67.0	1.83E-01	62678058.0	0.0	0.7381259796059322	0.6887600436577865		
22569	Tshz2	chr3	166469751-166748558	5.0	1.83E-01	166461418.0	0.0	0.7377245621341494	0.4231972197059859	TSHZ2	
1874	Cd300lg	chr10	"89976477-89993731	89976477-89995621	89976477-89995621	89976477-89995621	89976477-89995621"	96.0	1.83E-01	89990699.0	0.0	0.7376794555519738	0.6838419070061463	CD300LG	
8389	LOC102551355	chr8	56717763-56759431	86.0	1.83E-01	56737273.0	0.0	0.737622485512125	0.6611718695773905		
6294	Klhl32	chr5	"38968478-39215203	38968478-39215203	38968478-39215203	38968478-39215203	39026621-39215203"	915.0	1.83E-01	39221417.0	0.0	0.7375156868259338	0.4551972072982724	KLHL32	
6145	Kcnv2	chr1	"245396879-245475011	245396988-245416531"	182.0	1.83E-01	245398931.0	0.0	0.7375061948802697	0.6244473881593027	KCNV2	
5554	Hsd3b5	chr2	200615909-200633317	7.0	1.83E-01	200628007.0	0.0	0.7374112868319668	0.6853166030076427		
8905	LOC102553296	chr15	"28457567-28469838	28459491-28469838"	72.0	1.83E-01	28470371.0	0.0	0.7373330033029029	0.6903956328854697		
4388	Fh	chr13	93651485-93677371	62.0	1.83E-01	93677637.0	0.0	0.7372618487012719	0.6766556400446286	FH	
6337	Kmo	chr13	"93684323-93715378	93684325-93715378	93684498-93714344	93691367-93715378	93702099-93715378"	86.0	1.83E-01	93677637.0	0.0	0.7372618487012719	0.6714662000990925	KMO	
3611	Efemp1	chr14	"113202381-113294993	113202381-113294993	113202444-113294990"	91.0	1.83E-01	113192695.0	0.0	0.7372571054756418	0.6096610400177112	EFEMP1	
7952	LOC102549635	chr10	19089367-19092739	19.0	1.83E-01	19089925.0	0.0	0.7371954482561522	0.6991922674450894		
14566	Magoh	chr5	"127480464-127487596	127480514-127487617"	37.0	1.83E-01	127489798.0	0.0	0.7371764785649336	0.6953773464220712	MAGOH	
18908	RGD1559786	chr5	"127489348-127498734	127489417-127497294	127489798-127498734	127489818-127498734"	42.0	1.83E-01	127489798.0	0.0	0.7371764785649336	0.6931355163972341		
10867	LOC103693543	chr15	32740794-32746755	70.0	1.83E-01	32750745.0	0.0	0.7370769012777055	0.6964744826993776		
2051	Cenpn	chr19	"49457460-49479989	49457672-49479989	49457676-49479989	49457803-49479989	49457803-49479989	49457803-49479989	49457803-49479989"	41.0	1.83E-01	49464530.0	0.0	0.7370531957646158	0.6798172618027232	CENPN	
19718	Rnf11l2	chr9	86652247-86654074	48.0	1.83E-01	86658705.0	0.0	0.736989197341755	0.7005371259746569		
3473	Dtx3	chr7	"70476736-70482849	70476736-70482851	70476736-70482852	70476736-70482852	70477134-70481796"	6.0	1.83E-01	70490921.0	0.0	0.7368541205229054	0.6960960890230146	DTX3	
12114	LOC108350506	chr3	"150890343-150909727	150890343-150909727"	68.0	1.83E-01	150889048.0	0.0	0.736711979770535	0.6826334821848683		
17886	Pigu	chr3	"150803095-150855772	150803095-150885475	150803095-150885597"	154.0	1.83E-01	150889048.0	0.0	0.736711979770535	0.6192658926158296	PIGU	
14426	Lrrn4cl	chr1	"225046247-225050888	225048048-225050963"	28.0	1.83E-01	225044595.0	0.0	0.73654857539671	0.6971960799625478	LRRN4CL	
8769	LOC102552748	chr10	84864188-84864723	1.0	1.83E-01	84874611.0	0.0	0.7365201635196537	0.7013652011503564		
18470	Prr15l	chr10	84866780-84873434	12.0	1.83E-01	84874611.0	0.0	0.7365201635196537	0.69522200458879	PRR15L	
862	Arl8b	chr4	140837744-140881866	52.0	1.83E-01	140829139.0	0.0	0.7364870186788078	0.6575726988117179	ARL8B	
20503	Skap2	chr4	"81816777-81968814	81816777-81968814	81816781-81882922	81818568-81968832"	199.0	1.84E-01	81901622.0	0.0	0.7362148531739405	0.5489407303195086	SKAP2	
3652	Ei24	chr8	"39254882-39271116	39254882-39271238	39254882-39271238"	128.0	1.84E-01	39250586.0	0.0	0.7361911946669016	0.6851526708005391	EI24	
20292	Serpinb3a	chr13	27153499-27159319	97.0	1.84E-01	27149810.0	0.0	0.7360327159060168	0.6955718548885943	SERPINB4	
11499	LOC108348946	chr19	49479714-49482420	24.0	1.84E-01	49471301.0	0.0	0.735947587017547	0.698613039792038		
5868	Ints2	chr10	"73632804-73690952	73632808-73690887"	8.0	1.84E-01	73692541.0	0.0	0.7358388354931951	0.6428430521561703	INTS2	
7704	LOC102548668	chr1	"264487948-264490041	264487948-264490041"	26.0	1.84E-01	264484655.0	0.0	0.7358222887352671	0.6991031655156807		
16502	Olr1146	chr8	19437930-19465242	94.0	1.84E-01	19447890.0	0.0	0.7358104700084312	0.6737726224734102		
18239	Ppil4	chr1	"1897315-1929738	1897349-1930311"	22.0	1.84E-01	1938635.0	0.0	0.7358081063016593	0.6680637823397804	PPIL4	
4463	Fnip2	chr2	"178223560-178298358	178223560-178298358	178223565-178334925	178225903-178334900"	36.0	1.84E-01	178295834.0	0.0	0.7357868335196068	0.5893636124612422	FNIP2	
16865	Olr197	chr1	170091108-170092062	14.0	1.84E-01	170090039.0	0.0	0.7357868335196068	0.7002112142849235		
5879	Ip6k2	chr8	"117574135-117599849	117574136-117599849	117576047-117599849"	48.0	1.84E-01	117604614.0	0.0	0.735782106376208	0.675348577864783	IP6K2	
377	Agfg1	chr9	88607507-88663486	51.0	1.84E-01	88616266.0	0.0	0.7356899373626674	0.6448717309731893	AGFG1	
9512	LOC102555697	chr4	"133406465-133469099	133406465-133469099	133406465-133469099	133406465-133469099"	148.0	1.84E-01	133453736.0	0.0	0.7356214141077003	0.6381218916343481		
4379	Fgfr1op	chr1	"53122329-53152872	53124057-53152856"	84.0	1.84E-01	53122775.0	0.0	0.735595425356222	0.6703138013723662	FGFR1OP	
14792	Med4	chr15	55406542-55416816	14.0	1.84E-01	55423424.0	0.0	0.735550539357329	0.6906180657422243	MED4	
16317	Nudt15	chr15	"55417773-55433196	55419697-55456698"	14.0	1.84E-01	55423424.0	0.0	0.735550539357329	0.6618537701570897	NUDT15	
347	Adsl	chr7	122157200-122192328	47.0	1.84E-01	122159470.0	0.0	0.7353049297338367	0.6654201751347197	ADSL	
6623	LOC100362980	chr7	"122159814-122164576	122159817-122161350"	4.0	1.84E-01	122159470.0	0.0	0.7353049297338367	0.6959062524003721		
16721	Olr1535	chr11	45666324-45667254	33.0	1.84E-01	45668947.0	0.0	0.7352152223930037	0.6996636980623046		
2893	Cyp26c1	chr1	256369409-256380649	69.0	1.84E-01	256379335.0	0.0	0.7350901351967535	0.6891878416962962	CYP26C1	
741	Aprt	chr19	55387287-55389256	53.0	1.84E-01	55380787.0	0.0	0.7348518611845338	0.6982572283021975	APRT	
7151	LOC102546616	chr18	50419381-50478292	45.0	1.84E-01	50463202.0	0.0	0.7348070519661353	0.6410452514732885		
10691	LOC103693069	chr8	48469982-48471769	24.0	1.84E-01	48476865.0	0.0	0.7347646053919178	0.6983526921981262		
8134	LOC102550369	chr13	96403567-96407448	11.0	1.84E-01	96408142.0	0.0	0.7346396478981695	0.696125454331781		
13585	LOC299277	chr6	127871894-127888287	6.0	1.84E-01	127863057.0	0.0	0.7345712901452858	0.6834956199686149		
17863	Pias4	chr7	11414564-11428090	10.0	1.84E-01	11408644.0	0.0	0.7344723083332665	0.686274975228341	PIAS4	
12186	LOC108350686	chr4	57904385-57908536	43.0	1.84E-01	57898308.0	0.0	0.7344534572122672	0.6956681959760596		
13841	LOC684683	chr3	73327752-73328841	113.0	1.84E-01	73337813.0	0.0	0.7343639255601537	0.6986527724905611		
2101	Ces2	chr1	282694907-282702176	5.0	1.84E-01	282696966.0	0.0	0.7343097443149346	0.6923941534694831	CES2	
12697	LOC108351607	chr7	"117631679-117635382	117631679-117635783"	39.0	1.84E-01	117638338.0	0.0	0.7342249524553875	0.6954868770728151		
15737	N4bp1	chr19	"21218122-21264461	21218340-21268539"	30.0	1.84E-01	21230218.0	0.0	0.734163724184178	0.6489295117929728	N4BP1	
10805	LOC103693367	chr10	53873088-53920698	215.0	1.84E-01	53891592.0	0.0	0.7340718979596293	0.6516557853802101		
20989	Sntg2	chr6	"49123083-49324450	49123599-49324530	49123599-49324530	49123599-49324530	49123599-49324530	49142009-49324530	49142014-49324530	49145044-49324530	49145044-49324530	49150856-49324530"	390.0	1.85E-01	49260631.0	0.0	0.7340012756116691	0.49713984035833425	SNTG2	
5245	H2afj	chr4	170766899-170767384	5.0	1.85E-01	170765263.0	0.0	0.7337777139100465	0.6986729492573824	H2AFJ	
23244	Wbp11	chr4	"170772165-170785613	170772165-170785613"	4.0	1.85E-01	170765263.0	0.0	0.7337777139100465	0.6856586892430687	WBP11	
16117	Nobox	chr4	"72749238-72757066	72751381-72756887"	47.0	1.85E-01	72743095.0	0.0	0.7337447777023491	0.6912679763849388	NOBOX	
19045	RGD1562638	chr16	"68478512-68597196	68478512-68597196	68478512-68597196	68478512-68597196	68478512-68597196	68518081-68597196	68565241-68597196	68585116-68597196	68586234-68597187"	129.0	1.85E-01	68473467.0	0.0	0.7337212533688979	0.579950090549771		
5867	Ints12	chr2	"238253113-238270722	238257048-238270694	238257786-238269278"	43.0	1.85E-01	238263999.0	0.0	0.73365774403266	0.6813612653874705	INTS12	
20857	Slk	chr1	"267359760-267415735	267359806-267412622	267360033-267415735"	160.0	1.85E-01	267407105.0	0.0	0.7336060025504975	0.6427918119783498	SLK	
5702	Igf1	chr7	"28412122-28491815	28412167-28491815	28412169-28491815	28412197-28486609	28412197-28486609	28412554-28491815	28414349-28486609	28414349-28486609"	168.0	1.85E-01	28417877.0	0.0	0.7335754309355996	0.6189494515013454	IGF1	
6408	Krt85	chr7	"143160479-143167828	143161307-143167772"	6.0	1.85E-01	143153242.0	0.0	0.7334367098778952	0.6914408026858307	KRT85	
51	Abcc12	chr19	"21541323-21610465	21541324-21612757	21541325-21612757	21541325-21612757	21541325-21612757	21541741-21612527"	209.0	1.85E-01	21548405.0	0.0	0.7331030204017562	0.6267686998009676	ABCC12	
12871	LOC108351928	chr9	55002547-55006496	1.0	1.85E-01	54998384.0	0.0	0.7330818797062636	0.6944994172452539		
21041	Sowahc	chr20	28815038-28819505	24.0	1.85E-01	28824678.0	0.0	0.7330818797062636	0.6939793689009344	SOWAHC	
4260	Fbxl6	chr7	117602055-117604954	73.0	1.85E-01	117605314.0	0.0	0.7330654376545441	0.6955371272428308	FBXL6	
12699	LOC108351609	chr7	117609073-117611040	56.0	1.85E-01	117605314.0	0.0	0.7330654376545441	0.6964728126808732		
20781	Slc52a2	chr7	"117605037-117607547	117605049-117608460"	65.0	1.85E-01	117605314.0	0.0	0.7330654376545441	0.6950110551725155	SLC52A1	
22138	Tmem249	chr7	117599000-117601894	69.0	1.85E-01	117605314.0	0.0	0.7330654376545441	0.6955421470144945	TMEM249	
8559	LOC102552000	chr17	"3069963-3771211	3724194-3771211"	3.0	1.85E-01	3779625.0	0.0	0.7328775726877496	0.0		
12489	LOC108351237	chr6	76258773-76267492	60.0	1.85E-01	76260854.0	0.0	0.7327860179732142	0.6894146933454011		
16007	Nfkbia	chr6	76267226-76270457	54.0	1.85E-01	76260854.0	0.0	0.7327860179732142	0.6949243947230568	NFKBIA	
22449	Trim14	chr5	"62128940-62153762	62129476-62151663	62129476-62153520	62129476-62154424"	79.0	1.85E-01	62162084.0	0.0	0.7327085636717688	0.6725059446568564	TRIM14	
8553	LOC102551977	chr3	"93897258-93900921	93899652-93900921"	28.0	1.85E-01	93896610.0	0.0	0.7326780551635103	0.6943827236416422		
19688	Rmnd5a	chr4	99249158-99305805	104.0	1.85E-01	99258175.0	0.0	0.7325231988659512	0.6410343509822538	RMND5A	
22529	Trpc4ap	chr3	151150395-151224123	137.0	1.85E-01	151187272.0	0.0	0.7324833205791683	0.6238459287392502	TRPC4AP	
3168	Dgat1	chr7	117566362-117576735	29.0	1.85E-01	117565056.0	0.0	0.7324293734306624	0.6873975083366242	DGAT1	
20153	Scrt1	chr7	117583452-117587103	28.0	1.85E-01	117596633.0	0.0	0.7324293734306624	0.6941460893607865	SCRT1	
9186	LOC102554335	chr1	270529673-270547757	107.0	1.85E-01	270528479.0	0.0	0.7322253730709678	0.6794520161177633		
1337	Brinp1	chr5	"84919415-85123828	84919842-85066677"	297.0	1.85E-01	84923843.0	0.0	0.7321620820935475	0.49232291828953323	BRINP1	
6891	LOC100911366	chr1	227171577-227176506	6.0	1.85E-01	227161986.0	0.0	0.7321597381603966	0.6925934004533771		
5231	Gxylt2	chr4	133179184-133263493	177.0	1.85E-01	133218670.0	0.0	0.7319441504111502	0.6126839177773222	GXYLT2	
20550	Slc15a4	chr12	32753823-32773277	207.0	1.85E-01	32780688.0	0.0	0.731925408707007	0.6777766343180538	SLC15A4	
10253	LOC103691787	chr3	"36195509-36206224	36195509-36206336"	2.0	1.85E-01	36212662.0	0.0	0.7319090103793131	0.6864213500182457		
6970	LOC100912115	chr6	"80188720-80286918	80188720-80286918	80188720-80286918	80188720-80286918	80188721-80286918	80188721-80286918	80188721-80286918	80218743-80286918	80218744-80286918	80218744-80286918	80219532-80286918	80219532-80286918	80220433-80286918	80220434-80286918	80220434-80286918	80220434-80286918"	287.0	1.85E-01	80193525.0	0.0	0.7318996401843354	0.5986954858241478		
18327	Pqlc1	chr18	"76768465-76805773	76768466-76805773	76768819-76805773	76769291-76805773	76769292-76805773	76770024-76805773"	113.0	1.85E-01	76805823.0	0.0	0.7317193033236808	0.6596459282793581	PQLC1	
1567	Card11	chr12	15700599-15844512	568.0	1.86E-01	15824442.0	0.0	0.7315952188506907	0.5524952921728028	CARD11	
7707	LOC102548674	chr10	86025510-86030408	26.0	1.86E-01	86034081.0	0.0	0.7315577663529557	0.6920225512302487		
