ID	Pop.total	Pop.term	Study.total	Study.term	p	p.adjusted	p.min	name
MP:0008271	11228	394	8	1	0.24863317820788305	0.3212790862439312	0.0	"abnormal bone ossification"
MP:0002327	11228	396	8	1	0.2497424624095528	0.3220498283227909	0.0	"abnormal respiratory function"
MP:0011101	11228	405	8	1	0.2547165277594108	0.3277909414608811	0.0	"prenatal lethality, incomplete penetrance"
MP:0005388	11228	1375	8	2	0.2557131903985106	0.32840057989829174	0.0	"respiratory system phenotype"
MP:0011969	11228	415	8	1	0.2602094029528724	0.3334928674579671	0.0	"abnormal circulating triglyceride level"
MP:0008948	11228	417	8	1	0.2613037170061759	0.33421330810565875	0.0	"decreased neuron number"
MP:0005017	11228	418	8	1	0.26185034268964724	0.3342317382298749	0.0	"decreased B cell number"
MP:0004624	11228	423	8	1	0.2645781655352867	0.33702857597598385	0.0	"abnormal thoracic cage morphology"
MP:0000202	11228	439	8	1	0.27324801766197665	0.34666617190246735	0.0	"abnormal circulating alkaline phosphatase level"
MP:0002432	11228	439	8	1	0.27324801766197665	0.34666617190246735	0.0	"abnormal CD4-positive, alpha beta T cell morphology"
MP:0008835	11228	449	8	1	0.2786211427058696	0.35273703451569466	0.0	"abnormal intercellular signaling peptide or protein level"
MP:0002113	11228	450	8	1	0.2791565384622615	0.35273703451569466	0.0	"abnormal skeleton development"
MP:0001405	11228	453	8	1	0.28076064016121305	0.3529239194825801	0.0	"impaired coordination"
MP:0004738	11228	453	8	1	0.28076064016121305	0.3529239194825801	0.0	"abnormal auditory brainstem response"
MP:0010769	11228	5172	8	5	0.2809903817536466	0.3529239194825801	0.0	"abnormal survival"
MP:0005416	11228	1470	8	2	0.28234537070638394	0.3539179497078026	0.0	"abnormal circulating protein level"
MP:0008568	11228	462	8	1	0.2855542203627105	0.3572271920075342	0.0	"abnormal interleukin secretion"
MP:0006335	11228	467	8	1	0.2882052222312776	0.35977221424253736	0.0	"abnormal hearing electrophysiology"
MP:0001560	11228	468	8	1	0.2887343885003803	0.35977221424253736	0.0	"abnormal circulating insulin level"
MP:0000137	11228	480	8	1	0.2950575868269175	0.3661979536112731	0.0	"abnormal vertebrae morphology"
MP:0004720	11228	480	8	1	0.2950575868269175	0.3661979536112731	0.0	"abnormal platelet morphology"
MP:0002882	11228	1518	8	2	0.29587301318419595	0.36648570469363917	0.0	"abnormal neuron morphology"
MP:0001258	11228	487	8	1	0.2987233579416705	0.3692879306837974	0.0	"decreased body length"
MP:0008946	11228	499	8	1	0.3049687423028788	0.3762679178118033	0.0	"abnormal neuron number"
MP:0003091	11228	507	8	1	0.3091052441753334	0.3805124375891179	0.0	"abnormal cell migration"
MP:0012763	11228	508	8	1	0.30962078918477587	0.3805124375891179	0.0	"abnormal alpha-beta T cell number"
MP:0010122	11228	511	8	1	0.31116540510778773	0.3816638172025209	0.0	"abnormal bone mineral content"
MP:0001963	11228	516	8	1	0.31373304592346446	0.3840630659647869	0.0	"abnormal hearing physiology"
MP:0002458	11228	526	8	1	0.31884321562402507	0.3895594151982252	0.0	"abnormal B cell number"
MP:0000187	11228	528	8	1	0.31986124439902347	0.39004439122832374	0.0	"abnormal triglyceride level"
MP:0008469	11228	1612	8	2	0.3224277894923142	0.39241211589374675	0.0	"abnormal protein level"
MP:0001256	11228	539	8	1	0.32543664094692903	0.3951568842120505	0.0	"abnormal body length"
MP:0011085	11228	540	8	1	0.32594150640420727	0.3951568842120505	0.0	"postnatal lethality, complete penetrance"
MP:0001303	11228	547	8	1	0.32946631660892695	0.3969736482372943	0.0	"abnormal lens morphology"
MP:0003948	11228	547	8	1	0.32946631660892695	0.3969736482372943	0.0	"abnormal gas homeostasis"
MP:0005253	11228	547	8	1	0.32946631660892695	0.3969736482372943	0.0	"abnormal eye physiology"
MP:0001793	11228	548	8	1	0.32996854200615866	0.3969736482372943	0.0	"abnormal susceptibility to infection"
MP:0003878	11228	558	8	1	0.33497272189795263	0.40222345956388955	0.0	"abnormal ear physiology"
MP:0005018	11228	570	8	1	0.34093454650871885	0.40860094505243405	0.0	"decreased T cell number"
MP:0010768	11228	5533	8	5	0.34756463902272805	0.41575351105956804	0.0	"mortality/aging"
MP:0005025	11228	585	8	1	0.34832102624688566	0.4158661682187152	0.0	"abnormal response to infection"
MP:0004939	11228	587	8	1	0.34930039619288644	0.41624411538734857	0.0	"abnormal B cell morphology"
MP:0001921	11228	591	8	1	0.35125527323804495	0.4169911372277736	0.0	"reduced fertility"
MP:0011087	11228	591	8	1	0.35125527323804495	0.4169911372277736	0.0	"neonatal lethality, complete penetrance"
MP:0020000	11228	595	8	1	0.3532050094966805	0.41851461502625537	0.0	"abnormal response to antigen"
MP:0002435	11228	601	8	1	0.35612000026163776	0.4211739362793004	0.0	"abnormal effector T cell morphology"
MP:0001533	11228	611	8	1	0.3609527781778047	0.426087114089589	0.0	"abnormal skeleton physiology"
MP:0001588	11228	624	8	1	0.367187921493794	0.432634173917641	0.0	"abnormal hemoglobin"
MP:0004924	11228	4314	8	4	0.3695147083576794	0.433563327141728	0.0	"abnormal behavior"
MP:0005386	11228	4314	8	4	0.3695147083576794	0.433563327141728	0.0	"behavior/neurological phenotype"
MP:0012762	11228	630	8	1	0.37004768049039205	0.433563327141728	0.0	"abnormal alpha-beta T cell morphology"
MP:0003009	11228	644	8	1	0.3766765167580387	0.4399710828485808	0.0	"abnormal cytokine secretion"
MP:0005291	11228	645	8	1	0.3771476607362295	0.4399710828485808	0.0	"abnormal glucose tolerance"
MP:0013661	11228	646	8	1	0.37761849308182327	0.4399710828485808	0.0	"abnormal myeloid cell number"
MP:0005076	11228	663	8	1	0.3855751340646043	0.44840960035661387	0.0	"abnormal cell differentiation"
MP:0001402	11228	668	8	1	0.38789831838389	0.45027753039756546	0.0	"hypoactivity"
MP:0003699	11228	712	8	1	0.4080131958267969	0.4727532970096466	0.0	"abnormal female reproductive system physiology"
MP:0000192	11228	724	8	1	0.41339766202139433	0.4781100032217968	0.0	"abnormal mineral level"
MP:0005636	11228	734	8	1	0.41785193248369834	0.4823731867642694	0.0	"abnormal mineral homeostasis"
MP:0001925	11228	743	8	1	0.4218354433471979	0.48569540688448476	0.0	"male infertility"
MP:0020846	11228	744	8	1	0.4222765798709055	0.48569540688448476	0.0	"abnormal cell motility"
MP:0002066	11228	3274	8	3	0.42683085184644387	0.49003615166282777	0.0	"abnormal motor capabilities/coordination/movement"
MP:0006387	11228	780	8	1	0.43796263577923367	0.5018987869878809	0.0	"abnormal T cell number"
MP:0005377	11228	792	8	1	0.44310784313316465	0.5068701739301046	0.0	"hearing/vestibular/ear phenotype"
MP:0009250	11228	811	8	1	0.45117014867727295	0.5151542788533225	0.0	"abnormal appendicular skeleton morphology"
MP:0011110	11228	819	8	1	0.45453412929322695	0.5180534177788503	0.0	"preweaning lethality, incomplete penetrance"
MP:0008037	11228	841	8	1	0.4636922269921494	0.5275005028940608	0.0	"abnormal T cell morphology"
MP:0002092	11228	2127	8	2	0.46532193953358714	0.5275005028940608	0.0	"abnormal eye morphology"
MP:0001765	11228	845	8	1	0.46534280032374153	0.5275005028940608	0.0	"abnormal ion homeostasis"
MP:0001764	11228	4821	8	4	0.47467928147381255	0.5366838527539465	0.0	"abnormal homeostasis"
MP:0005418	11228	869	8	1	0.47515321995413096	0.5366838527539465	0.0	"abnormal circulating hormone level"
MP:0005193	11228	875	8	1	0.477581071575787	0.5384576534104026	0.0	"abnormal anterior eye segment morphology"
MP:0002132	11228	881	8	1	0.4799990905353039	0.5402140302081915	0.0	"abnormal respiratory system morphology"
MP:0006042	11228	897	8	1	0.48639932971864513	0.546437887412002	0.0	"increased apoptosis"
MP:0001325	11228	900	8	1	0.4875916697496385	0.5467992296478089	0.0	"abnormal retina morphology"
MP:0002109	11228	906	8	1	0.4899690857786707	0.548485892814626	0.0	"abnormal limb morphology"
MP:0012556	11228	915	8	1	0.49351711296202394	0.5514746386835427	0.0	"increased cell death"
MP:0002864	11228	921	8	1	0.4958704488722361	0.5531201454560644	0.0	"abnormal ocular fundus morphology"
MP:0005391	11228	2258	8	2	0.49997468455360805	0.5567094005313225	0.0	"vision/eye phenotype"
MP:0005016	11228	937	8	1	0.5020992989704414	0.5580855924839596	0.0	"decreased lymphocyte cell number"
MP:0001790	11228	2297	8	2	0.5101017590304259	0.5640638617362854	0.0	"abnormal immune system physiology"
MP:0005508	11228	2297	8	2	0.5101017590304259	0.5640638617362854	0.0	"abnormal skeleton morphology"
MP:0010866	11228	958	8	1	0.5101724099780416	0.5640638617362854	0.0	"abnormal prenatal body size"
MP:0013560	11228	989	8	1	0.521880505012728	0.5759946522811831	0.0	"abnormal endocrine gland morphology"
MP:0001924	11228	994	8	1	0.5237457890102943	0.5770392201727453	0.0	"infertility"
MP:0005621	11228	3723	8	3	0.5275026958811273	0.580160583210767	0.0	"abnormal cell physiology"
MP:0002752	11228	1010	8	1	0.5296719799309941	0.5815279779661964	0.0	"abnormal somatic nervous system morphology"
MP:0003949	11228	1015	8	1	0.5315106329912366	0.5825282330165734	0.0	"abnormal circulating lipid level"
MP:0005390	11228	2399	8	2	0.5361404031446726	0.5846742455526823	0.0	"skeleton phenotype"
MP:0002085	11228	1028	8	1	0.5362617284050081	0.5846742455526823	0.0	"abnormal embryonic tissue morphology"
MP:0003698	11228	1028	8	1	0.5362617284050081	0.5846742455526823	0.0	"abnormal male reproductive system physiology"
MP:0000783	11228	1035	8	1	0.5388025052753391	0.5864262969027955	0.0	"abnormal forebrain morphology"
MP:0005195	11228	1048	8	1	0.5434887909176802	0.590503392208137	0.0	"abnormal posterior eye segment morphology"
MP:0002723	11228	1066	8	1	0.5499086887045058	0.5964467297174951	0.0	"abnormal immune serum protein physiology"
MP:0005371	11228	1091	8	1	0.5586941099021365	0.604930863825072	0.0	"limbs/digits/tail phenotype"
MP:0000462	11228	1099	8	1	0.5614735702384458	0.6068939795348434	0.0	"abnormal digestive system morphology"
MP:0003795	11228	1107	8	1	0.5642377009496771	0.608531296466299	0.0	"abnormal bone structure"
MP:0002447	11228	1109	8	1	0.5649263468787458	0.608531296466299	0.0	"abnormal erythrocyte morphology"
MP:0013659	11228	1168	8	1	0.5848177181087473	0.6288793270073515	0.0	"abnormal erythroid lineage cell morphology"
MP:0000221	11228	1184	8	1	0.590072860947301	0.6334457379058206	0.0	"decreased leukocyte cell number"
MP:0003492	11228	1225	8	1	0.603274400742184	0.6449909771163418	0.0	"abnormal involuntary movement"
MP:0000428	11228	1227	8	1	0.6039087492745365	0.6449909771163418	0.0	"abnormal craniofacial morphology"
MP:0005382	11228	1227	8	1	0.6039087492745365	0.6449909771163418	0.0	"craniofacial phenotype"
MP:0000717	11228	1243	8	1	0.608951670075932	0.6492727484001448	0.0	"abnormal lymphocyte cell number"
MP:0001547	11228	1249	8	1	0.610828229463121	0.6501697086488812	0.0	"abnormal lipid level"
MP:0001614	11228	1270	8	1	0.6173342847202518	0.6542927355769786	0.0	"abnormal blood vessel morphology"
MP:0005384	11228	4147	8	3	0.6174876911322663	0.6542927355769786	0.0	"cellular phenotype"
MP:0001648	11228	1275	8	1	0.618869243523448	0.6542927355769786	0.0	"abnormal apoptosis"
MP:0004196	11228	1275	8	1	0.618869243523448	0.6542927355769786	0.0	"abnormal prenatal growth/weight/body size"
MP:0002619	11228	1331	8	1	0.6356962767355667	0.6709533811595562	0.0	"abnormal lymphocyte morphology"
MP:0002118	11228	1338	8	1	0.6377532394378924	0.6719950241056988	0.0	"abnormal lipid homeostasis"
MP:0003632	11228	2836	8	2	0.6394059987885723	0.6726079853253324	0.0	"abnormal nervous system morphology"
MP:0005381	11228	1385	8	1	0.6513030212766227	0.6839770858891623	0.0	"digestive/alimentary phenotype"
MP:0011181	11228	1441	8	1	0.6668667838364529	0.6991524878953129	0.0	"increased hematopoietic cell number"
MP:0002078	11228	1475	8	1	0.6760166504314225	0.7075640941182222	0.0	"abnormal glucose homeostasis"
MP:0014134	11228	1481	8	1	0.6776082957700694	0.7080499330176433	0.0	"abnormal embryo morphology"
MP:0011182	11228	1508	8	1	0.6846863429162006	0.7142575138727142	0.0	"decreased hematopoietic cell number"
MP:0002161	11228	1517	8	1	0.6870152803995806	0.7154985009799943	0.0	"abnormal fertility/fecundity"
MP:0011100	11228	1651	8	1	0.7199536790198728	0.7485611099743048	0.0	"preweaning lethality, complete penetrance"
MP:0008247	11228	1659	8	1	0.721820356103221	0.7492614605501203	0.0	"abnormal mononuclear cell morphology"
MP:0001919	11228	1697	8	1	0.7305391984918164	0.7570604235195721	0.0	"abnormal reproductive system physiology"
MP:0002152	11228	1721	8	1	0.7359217887540856	0.7613820153831397	0.0	"abnormal brain morphology"
MP:0003313	11228	1756	8	1	0.7436027253823221	0.7680633413488458	0.0	"abnormal locomotor activation"
MP:0000217	11228	1827	8	1	0.7585859121534937	0.7822527961123055	0.0	"abnormal leukocyte cell number"
MP:0005380	11228	1950	8	1	0.782735897141905	0.8058330219756005	0.0	"embryo phenotype"
MP:0003631	11228	3626	8	2	0.787442846112282	0.8093520578699069	0.0	"nervous system phenotype"
MP:0009642	11228	3663	8	2	0.79312903619394	0.8138644358329973	0.0	"abnormal blood homeostasis"
MP:0008246	11228	2036	8	1	0.7983394777829902	0.8178747015460324	0.0	"abnormal leukocyte morphology"
MP:0000716	11228	2058	8	1	0.8021699449533655	0.8204604648708689	0.0	"abnormal immune system cell morphology"
MP:0003633	11228	2130	8	1	0.8142646595276208	0.8305261175464629	0.0	"abnormal nervous system physiology"
MP:0005387	11228	3810	8	2	0.8146561917334731	0.8305261175464629	0.0	"immune system phenotype"
MP:0013658	11228	2143	8	1	0.8163780370235874	0.8309325887371359	0.0	"abnormal myeloid cell morphology"
MP:0011180	11228	2171	8	1	0.8208585957101306	0.8341410972588382	0.0	"abnormal hematopoietic cell number"
MP:0013657	11228	2208	8	1	0.8266324458742733	0.8386513344249494	0.0	"abnormal blood cell morphology"
MP:0002163	11228	2293	8	1	0.8392839890932748	0.8501134599202849	0.0	"abnormal gland morphology"
MP:0005389	11228	2393	8	1	0.8531277637456571	0.8627443407927096	0.0	"reproductive system phenotype"
MP:0005379	11228	2470	8	1	0.8630649276349625	0.8713903127889975	0.0	"endocrine/exocrine gland phenotype"
MP:0002080	11228	2568	8	1	0.8748581464220793	0.8818794798604588	0.0	"prenatal lethality"
MP:0000685	11228	2899	8	1	0.9083892354113553	0.9142122433306589	0.0	"abnormal immune system morphology"
MP:0013656	11228	2945	8	1	0.91236112600607	0.9167404594108992	0.0	"abnormal hematopoietic cell morphology"
MP:0002396	11228	3508	8	1	0.9501084761138763	0.9531439664528981	0.0	"abnormal hematopoietic system morphology/development"
MP:0005397	11228	3866	8	1	0.9658824196013565	0.9674229019292693	0.0	"hematopoietic system phenotype"
MP:0000001	11228	11228	8	8	1.0	1.0	1.0	"mammalian phenotype"
