"HsOrtho"	"MsOrtho"	"Homology_Score"
"IRX3"	"Irx3"	76.07293
"IRX4"	"Irx4"	74.77899
"IRX5"	"Irx5"	74.99072
"IRX6"	"Irx6"	75.395966
"ISCA1"	"Isca1"	72.62659
"ISCA2"	"Isca2"	72.75371
"ISCU"	"Iscu"	68.124756
"ISG15"	"Isg15"	75.575745
"ISG20"	"Isg20"	74.415436
"ISG20L2"	"Isg20l2"	73.719864
"ISL1"	"Isl1"	75.02865
"ISL2"	"Isl2"	75.48131
"ISLR"	"Islr"	75.845406
"ISLR2"	"Islr2"	73.60506
"ISM1"	"Ism1"	73.35621
"ISM2"	"Ism2"	76.67389
"ISOC1"	"Isoc1"	73.43473
"IST1"	"Ist1"	72.694595
"ISX"	"Isx"	76.50862
"ISYNA1"	"Isyna1"	75.184685
"ITCH"	"Itch"	75.24479
"ITFG1"	"Itfg1"	73.025375
"ITFG2"	"Itfg2"	72.42468
"ITGA1"	"Itga1"	72.82019
"ITGA10"	"Itga10"	72.888176
"ITGA11"	"Itga11"	74.62919
"ITGA2"	"Itga2"	74.04769
"ITGA2B"	"Itga2b"	74.854904
"ITGA3"	"Itga3"	77.08185
"ITGA4"	"Itga4"	73.58363
"ITGA5"	"Itga5"	73.942795
"ITGA6"	"Itga6"	74.873535
"ITGA7"	"Itga7"	73.187584
"ITGA8"	"Itga8"	71.8946
"ITGA9"	"Itga9"	72.98577
"ITGAD"	"Itgad"	80.82228
"ITGAE"	"Itgae"	76.17459
"ITGAL"	"Itgal"	76.884865
"ITGAM"	"Itgam"	79.725395
"ITGAV"	"Itgav"	71.95688
"ITGAX"	"Itgax"	80.34988
"ITGB1"	"Itgb1"	74.109116
"ITGB1BP1"	"Itgb1bp1"	72.90103
"ITGB1BP2"	"Itgb1bp2"	75.6596
"ITGB2"	"Itgb2"	72.43952
"ITGB3"	"Itgb3"	75.68392
"ITGB3BP"	"Itgb3bp"	76.40369
"ITGB4"	"Itgb4"	73.41827
"ITGB5"	"Itgb5"	72.19911
"ITGB6"	"Itgb6"	72.472336
"ITGB7"	"Itgb7"	75.709274
"ITGB8"	"Itgb8"	72.55732
"ITGBL1"	"Itgbl1"	73.20889
"ITIH1"	"Itih1"	78.15081
"ITIH2"	"Itih2"	73.057396
"ITIH3"	"Itih3"	76.54192
"ITIH4"	"Itih4"	75.9246
"ITIH5"	"Itih5"	72.68755
"ITK"	"Itk"	72.65482
"ITLN1"	"Itln1"	83.27143
"ITM2A"	"Itm2a"	74.66106
"ITM2B"	"Itm2b"	74.541145
"ITM2C"	"Itm2c"	73.94338
"ITPA"	"Itpa"	71.94195
"ITPK1"	"Itpk1"	74.50479
"ITPKA"	"Itpka"	72.654724
"ITPKB"	"Itpkb"	72.58441
"ITPKC"	"Itpkc"	77.69616
"ITPR1"	"Itpr1"	74.54846
"ITPR2"	"Itpr2"	72.48592
"ITPR3"	"Itpr3"	73.33573
"ITPRID1"	"Itprid1"	74.590126
"ITPRID2"	"Itprid2"	72.936165
"ITPRIP"	"Itprip"	74.62919
"ITPRIPL1"	"Itpripl1"	77.62394
"ITPRIPL2"	"Itpripl2"	75.145935
"ITSN1"	"Itsn1"	74.03751
"ITSN2"	"Itsn2"	75.048546
"IVD"	"Ivd"	72.75555
"IVL"	"Ivl"	80.07715
"IVNS1ABP"	"Ivns1abp"	76.09498
"IWS1"	"Iws1"	73.643166
"IYD"	"Iyd"	72.69412
"IZUMO1"	"Izumo1"	76.94986
"IZUMO1R"	"Izumo1r"	78.88853
"IZUMO2"	"Izumo2"	78.63551
"IZUMO3"	"Izumo3"	77.49469
"IZUMO4"	"Izumo4"	78.71633
"JADE1"	"Jade1"	74.03751
"JADE2"	"Jade2"	73.13646
"JADE3"	"Jade3"	72.718094
"JAG1"	"Jag1"	73.40562
"JAG2"	"Jag2"	73.98131
"JAGN1"	"Jagn1"	75.98063
"JAK1"	"Jak1"	72.888084
"JAK2"	"Jak2"	75.03923
"JAK3"	"Jak3"	73.33573
"JAKMIP1"	"Jakmip1"	73.91638
"JAKMIP2"	"Jakmip2"	74.41398
"JAKMIP3"	"Jakmip3"	72.39251
"JAM2"	"Jam2"	74.76367
"JAM3"	"Jam3"	74.88836
"JAML"	"Jaml"	76.70411
"JARID2"	"Jarid2"	75.145935
"JAZF1"	"Jazf1"	73.83663
"JCAD"	"Jcad"	74.537575
"JCHAIN"	"Jchain"	74.95514
"JDP2"	"Jdp2"	75.60674
"JHY"	"Jhy"	73.87602
"JKAMP"	"Jkamp"	75.06686
"JMJD1C"	"Jmjd1c"	74.57232
"JMJD4"	"Jmjd4"	72.42945
"JMJD6"	"Jmjd6"	72.77697
"JMJD7"	"Jmjd7"	73.98292
"JMJD8"	"Jmjd8"	73.58218
"JMY"	"Jmy"	73.50456
"JOSD1"	"Josd1"	72.9715
"JOSD2"	"Josd2"	74.28221
"JPH1"	"Jph1"	74.85499
"JPH2"	"Jph2"	73.76149
"JPH3"	"Jph3"	74.58497
"JPH4"	"Jph4"	76.38702
"JPT1"	"Jpt1"	74.935074
"JPT2"	"Jpt2"	72.48952
"JRK"	"Jrk"	78.60253
"JRKL"	"Jrkl"	79.069
"JSRP1"	"Jsrp1"	77.49469
"JTB"	"Jtb"	74.54105
"JUN"	"Jun"	72.048676
"JUNB"	"Junb"	75.820755
"JUND"	"Jund"	74.18734
"JUP"	"Jup"	76.68901
"KALRN"	"Kalrn"	74.454094
"KANK1"	"Kank1"	75.43092
"KANK2"	"Kank2"	75.167175
"KANK3"	"Kank3"	74.75103
"KANK4"	"Kank4"	73.49234
"KANSL1"	"Kansl1"	74.947426
"KANSL1L"	"Kansl1l"	72.9715
"KANSL2"	"Kansl2"	72.61758
"KANSL3"	"Kansl3"	72.90103
"KARS"	"Kars"	93.0753
"KAT14"	"Kat14"	71.51894
"KAT2A"	"Kat2a"	72.81008
"KAT2B"	"Kat2b"	73.021484
"KAT5"	"Kat5"	73.66125
"KAT6A"	"Kat6a"	72.62215
"KAT6B"	"Kat6b"	72.89721
"KAT7"	"Kat7"	75.86904
"KAT8"	"Kat8"	73.5297
"KATNA1"	"Katna1"	72.46593
"KATNAL1"	"Katnal1"	72.573296
"KATNAL2"	"Katnal2"	72.95886
"KATNB1"	"Katnb1"	72.7069
"KATNBL1"	"Katnbl1"	72.76236
"KAZALD1"	"Kazald1"	75.44714
"KAZN"	"Kazn"	75.04139
"KBTBD11"	"Kbtbd11"	74.3273
"KBTBD12"	"Kbtbd12"	72.931595
"KBTBD13"	"Kbtbd13"	72.77551
"KBTBD2"	"Kbtbd2"	71.12972
"KBTBD3"	"Kbtbd3"	71.32891
"KBTBD4"	"Kbtbd4"	71.26747
"KBTBD6"	"Kbtbd6"	83.662415
"KBTBD7"	"Kbtbd7"	76.11855
"KBTBD8"	"Kbtbd8"	72.92391
"KCMF1"	"Kcmf1"	70.95316
"KCNA1"	"Kcna1"	76.88764
"KCNA10"	"Kcna10"	73.70712
"KCNA2"	"Kcna2"	75.09706
"KCNA3"	"Kcna3"	75.55432
"KCNA4"	"Kcna4"	73.16555
"KCNA5"	"Kcna5"	76.037155
"KCNA6"	"Kcna6"	76.11855
"KCNA7"	"Kcna7"	75.28735
"KCNAB1"	"Kcnab1"	71.81554
"KCNAB2"	"Kcnab2"	73.955536
"KCNAB3"	"Kcnab3"	76.884865
"KCNB1"	"Kcnb1"	72.42945
"KCNB2"	"Kcnb2"	74.28368
"KCNC1"	"Kcnc1"	74.75103
"KCNC2"	"Kcnc2"	73.41836
"KCNC3"	"Kcnc3"	79.15928
"KCNC4"	"Kcnc4"	72.57183
"KCND1"	"Kcnd1"	75.167175
"KCND2"	"Kcnd2"	73.05885
"KCND3"	"Kcnd3"	72.588005
"KCNE1"	"Kcne1"	76.365776
"KCNE2"	"Kcne2"	74.01745
"KCNE3"	"Kcne3"	75.09706
"KCNE4"	"Kcne4"	72.622055
"KCNF1"	"Kcnf1"	74.76367
"KCNG1"	"Kcng1"	73.09496
"KCNG2"	"Kcng2"	73.49064
"KCNG3"	"Kcng3"	73.08235
"KCNG4"	"Kcng4"	75.38093
"KCNH1"	"Kcnh1"	76.267555
"KCNH2"	"Kcnh2"	75.076096
"KCNH3"	"Kcnh3"	74.153076
"KCNH4"	"Kcnh4"	75.13663
"KCNH5"	"Kcnh5"	74.70705
"KCNH6"	"Kcnh6"	75.04968
"KCNH7"	"Kcnh7"	73.508156
"KCNH8"	"Kcnh8"	72.58301
"KCNIP1"	"Kcnip1"	75.23696
"KCNIP2"	"Kcnip2"	72.84484
"KCNIP3"	"Kcnip3"	77.48187
"KCNIP4"	"Kcnip4"	74.72462
"KCNJ1"	"Kcnj1"	74.57232
"KCNJ10"	"Kcnj10"	75.627754
"KCNJ11"	"Kcnj11"	73.54325
"KCNJ12"	"Kcnj12"	79.38346
"KCNJ13"	"Kcnj13"	72.98623
"KCNJ14"	"Kcnj14"	74.85806
"KCNJ15"	"Kcnj15"	71.97151
"KCNJ16"	"Kcnj16"	72.68441
"KCNJ2"	"Kcnj2"	74.50479
"KCNJ3"	"Kcnj3"	74.94258
"KCNJ4"	"Kcnj4"	74.404915
"KCNJ5"	"Kcnj5"	72.89275
"KCNJ6"	"Kcnj6"	72.58441
"KCNJ8"	"Kcnj8"	73.630424
"KCNJ9"	"Kcnj9"	73.56736
"KCNK1"	"Kcnk1"	75.06686
"KCNK10"	"Kcnk10"	73.862816
"KCNK12"	"Kcnk12"	72.993996
"KCNK13"	"Kcnk13"	75.24839
"KCNK15"	"Kcnk15"	73.47969
"KCNK16"	"Kcnk16"	75.875374
"KCNK18"	"Kcnk18"	72.72054
"KCNK2"	"Kcnk2"	74.3258
"KCNK3"	"Kcnk3"	75.88648
"KCNK4"	"Kcnk4"	76.13553
"KCNK5"	"Kcnk5"	75.19517
"KCNK6"	"Kcnk6"	74.811295
"KCNK7"	"Kcnk7"	75.73302
"KCNK9"	"Kcnk9"	73.14186
"KCNMA1"	"Kcnma1"	75.2661
"KCNMB1"	"Kcnmb1"	74.615166
"KCNMB3"	"Kcnmb3"	79.14243
"KCNMB4"	"Kcnmb4"	74.3258
"KCNN1"	"Kcnn1"	75.763
"KCNN2"	"Kcnn2"	72.30739
"KCNN3"	"Kcnn3"	72.841576
"KCNN4"	"Kcnn4"	74.537575
"KCNQ1"	"Kcnq1"	74.479744
"KCNQ2"	"Kcnq2"	74.06745
"KCNQ3"	"Kcnq3"	71.76846
"KCNQ4"	"Kcnq4"	74.07839
"KCNQ5"	"Kcnq5"	73.74339
"KCNRG"	"Kcnrg"	74.85806
"KCNS1"	"Kcns1"	75.06686
"KCNS2"	"Kcns2"	73.64258
"KCNS3"	"Kcns3"	75.4409
"KCNT1"	"Kcnt1"	74.229004
"KCNT2"	"Kcnt2"	74.31796
"KCNU1"	"Kcnu1"	76.385216
"KCNV1"	"Kcnv1"	73.45529
"KCNV2"	"Kcnv2"	75.28207
"KCTD1"	"Kctd1"	74.30917
"KCTD10"	"Kctd10"	72.55051
"KCTD11"	"Kctd11"	77.638336
"KCTD12"	"Kctd12"	74.97093
"KCTD13"	"Kctd13"	74.37199
"KCTD14"	"Kctd14"	72.56294
"KCTD15"	"Kctd15"	74.068375
"KCTD16"	"Kctd16"	74.28221
"KCTD17"	"Kctd17"	73.26123
"KCTD18"	"Kctd18"	74.58599
"KCTD19"	"Kctd19"	76.67243
"KCTD2"	"Kctd2"	72.99081
"KCTD20"	"Kctd20"	74.07665
"KCTD21"	"Kctd21"	74.34709
"KCTD3"	"Kctd3"	73.66485
"KCTD4"	"Kctd4"	73.16546
"KCTD5"	"Kctd5"	76.050354
"KCTD6"	"Kctd6"	75.50233
"KCTD7"	"Kctd7"	74.1048
"KCTD8"	"Kctd8"	74.935074
"KCTD9"	"Kctd9"	74.06745
"KDELR1"	"Kdelr1"	77.966545
"KDELR2"	"Kdelr2"	75.26942
"KDELR3"	"Kdelr3"	73.5297
"KDF1"	"Kdf1"	74.66106
"KDM1A"	"Kdm1a"	72.45342
"KDM1B"	"Kdm1b"	73.82389
"KDM2A"	"Kdm2a"	75.78629
"KDM2B"	"Kdm2b"	75.048546
"KDM3A"	"Kdm3a"	75.09706
"KDM3B"	"Kdm3b"	73.60506
"KDM4A"	"Kdm4a"	74.70705
"KDM4B"	"Kdm4b"	72.78704
"KDM4C"	"Kdm4c"	74.18966
"KDM4D"	"Kdm4d"	82.160416
"KDM5A"	"Kdm5a"	72.96618
"KDM5B"	"Kdm5b"	75.100655
"KDM5C"	"Kdm5c"	73.955536
"KDM5D"	"Kdm5d"	89.03542
"KDM6A"	"Kdm6a"	72.55723
"KDM6B"	"Kdm6b"	75.930466
"KDM7A"	"Kdm7a"	74.57232
"KDM8"	"Kdm8"	73.16546
"KDR"	"Kdr"	72.19911
"KDSR"	"Kdsr"	72.472336
"KEAP1"	"Keap1"	76.73553
"KEL"	"Kel"	73.11475
"KERA"	"Kera"	73.31449
"KHDC4"	"Khdc4"	73.81931
"KHDRBS1"	"Khdrbs1"	74.95261
"KHDRBS2"	"Khdrbs2"	72.718094
"KHDRBS3"	"Khdrbs3"	73.56727
"KHK"	"Khk"	73.282135
"KHNYN"	"Khnyn"	74.58497
"KHSRP"	"Khsrp"	74.969475
"KIDINS220"	"Kidins220"	74.80922
"KIF11"	"Kif11"	71.13263
"KIF12"	"Kif12"	76.21847
"KIF13A"	"Kif13a"	72.42468
"KIF13B"	"Kif13b"	74.62754
"KIF14"	"Kif14"	72.68755
"KIF15"	"Kif15"	72.68755
"KIF16B"	"Kif16b"	74.9562
"KIF17"	"Kif17"	72.68755
"KIF18A"	"Kif18a"	73.389854
"KIF18B"	"Kif18b"	75.550735
"KIF1A"	"Kif1a"	75.13663
"KIF1B"	"Kif1b"	73.49234
"KIF1C"	"Kif1c"	75.63486
"KIF20A"	"Kif20a"	73.02529
"KIF20B"	"Kif20b"	74.62754
"KIF21A"	"Kif21a"	72.854225
"KIF21B"	"Kif21b"	72.15083
"KIF22"	"Kif22"	73.603424
"KIF23"	"Kif23"	70.59521
"KIF24"	"Kif24"	72.68755
"KIF26A"	"Kif26a"	76.00801
"KIF26B"	"Kif26b"	73.72161
"KIF27"	"Kif27"	73.130226
"KIF2A"	"Kif2a"	73.91566
"KIF2B"	"Kif2b"	77.688644
"KIF2C"	"Kif2c"	73.16779
"KIF3A"	"Kif3a"	72.538506
"KIF3B"	"Kif3b"	73.41614
"KIF3C"	"Kif3c"	74.969475
"KIF5A"	"Kif5a"	75.70518
"KIF5B"	"Kif5b"	73.779434
"KIF5C"	"Kif5c"	72.090515
"KIF6"	"Kif6"	73.35621
"KIF7"	"Kif7"	72.694595
"KIF9"	"Kif9"	74.24454
"KIFAP3"	"Kifap3"	74.45243
"KIFC1"	"Kifc1"	72.95633
"KIFC2"	"Kifc2"	77.71138
"KIFC3"	"Kifc3"	70.794556
"KIN"	"Kin"	72.720634
"KIR3DL1"	"Kir3dl1"	91.62837
"KIR3DL2"	"Kir3dl2"	93.88886
"KIRREL2"	"Kirrel2"	76.95075
"KIRREL3"	"Kirrel3"	74.901
"KISS1"	"Kiss1"	77.20949
"KISS1R"	"Kiss1r"	78.069824
"KIT"	"Kit"	74.994286
"KIZ"	"Kiz"	73.332375
"KL"	"Kl"	72.6545
"KLB"	"Klb"	73.41836
"KLC1"	"Klc1"	75.09706
"KLC2"	"Klc2"	75.137344
"KLC3"	"Klc3"	74.66094
"KLC4"	"Klc4"	74.54105
"KLF1"	"Klf1"	73.87593
"KLF10"	"Klf10"	74.639694
"KLF11"	"Klf11"	75.000404
"KLF12"	"Klf12"	74.921326
"KLF13"	"Klf13"	74.02245
"KLF15"	"Klf15"	73.31449
"KLF16"	"Klf16"	78.46629
"KLF17"	"Klf17"	75.50233
"KLF2"	"Klf2"	76.46235
"KLF3"	"Klf3"	72.94367
"KLF4"	"Klf4"	72.993996
"KLF5"	"Klf5"	74.87499
"KLF6"	"Klf6"	74.19999
"KLF7"	"Klf7"	74.04769
"KLF8"	"Klf8"	73.3598
"KLF9"	"Klf9"	73.16555
"KLHDC1"	"Klhdc1"	74.86166
"KLHDC10"	"Klhdc10"	73.16555
"KLHDC2"	"Klhdc2"	72.559746
"KLHDC3"	"Klhdc3"	74.404915
"KLHDC4"	"Klhdc4"	72.47381
"KLHDC7A"	"Klhdc7a"	73.09107
"KLHDC7B"	"Klhdc7b"	80.583534
"KLHDC8A"	"Klhdc8a"	73.021484
"KLHDC8B"	"Klhdc8b"	74.16093
"KLHDC9"	"Klhdc9"	76.863625
"KLHL1"	"Klhl1"	76.015915
"KLHL10"	"Klhl10"	71.97151
"KLHL11"	"Klhl11"	73.187584
"KLHL12"	"Klhl12"	73.99557
"KLHL13"	"Klhl13"	73.2726
"KLHL14"	"Klhl14"	72.84484
"KLHL15"	"Klhl15"	72.34201
"KLHL17"	"Klhl17"	71.59917
"KLHL18"	"Klhl18"	71.80956
"KLHL2"	"Klhl2"	72.82019
"KLHL20"	"Klhl20"	72.472336
"KLHL21"	"Klhl21"	72.58441
"KLHL22"	"Klhl22"	73.04273
"KLHL23"	"Klhl23"	72.304146
"KLHL24"	"Klhl24"	74.28368
"KLHL25"	"Klhl25"	74.901
"KLHL26"	"Klhl26"	73.02529
"KLHL28"	"Klhl28"	73.32266
"KLHL29"	"Klhl29"	73.79748
"KLHL3"	"Klhl3"	72.688
"KLHL30"	"Klhl30"	72.311295
"KLHL31"	"Klhl31"	72.55732
"KLHL32"	"Klhl32"	73.643166
"KLHL33"	"Klhl33"	74.85806
"KLHL34"	"Klhl34"	74.70705
"KLHL35"	"Klhl35"	74.85806
"KLHL36"	"Klhl36"	72.51859
"KLHL38"	"Klhl38"	74.901
"KLHL4"	"Klhl4"	73.49234
"KLHL40"	"Klhl40"	74.54846
"KLHL41"	"Klhl41"	75.71286
"KLHL42"	"Klhl42"	74.07665
"KLHL5"	"Klhl5"	73.166336
"KLHL7"	"Klhl7"	73.13013
"KLHL8"	"Klhl8"	72.55501
"KLHL9"	"Klhl9"	79.16817
"KLK1"	"Klk1"	80.4861
"KLK10"	"Klk10"	78.8973
"KLK11"	"Klk11"	80.030136
"KLK12"	"Klk12"	81.23061
"KLK13"	"Klk13"	79.07662
"KLK14"	"Klk14"	78.986336
"KLK15"	"Klk15"	79.570526
"KLK4"	"Klk4"	81.29966
"KLK5"	"Klk5"	78.63191
"KLK6"	"Klk6"	78.38722
"KLK8"	"Klk8"	79.54784
"KLK9"	"Klk9"	81.62073
"KLKB1"	"Klkb1"	76.887726
"KLRB1"	"Klrb1"	80.166275
"KLRC1"	"Klrc1"	89.01564
"KLRC2"	"Klrc2"	90.95585
"KLRC3"	"Klrc3"	95.90487
"KLRD1"	"Klrd1"	82.09358
"KLRG1"	"Klrg1"	78.05391
"KLRG2"	"Klrg2"	79.32425
"KLRK1"	"Klrk1"	83.83024
"KMO"	"Kmo"	74.06391
"KMT2A"	"Kmt2a"	72.3665
"KMT2B"	"Kmt2b"	76.34574
"KMT2C"	"Kmt2c"	75.598175
"KMT2D"	"Kmt2d"	73.44255
"KMT2E"	"Kmt2e"	70.573685
"KMT5A"	"Kmt5a"	75.86904
"KMT5B"	"Kmt5b"	71.55317
"KMT5C"	"Kmt5c"	74.01745
"KNCN"	"Kncn"	75.63166
"KNDC1"	"Kndc1"	74.77899
"KNG1"	"Kng1"	72.40831
"KNL1"	"Knl1"	73.62592
"KNOP1"	"Knop1"	74.03751
"KNSTRN"	"Knstrn"	74.415436
"KNTC1"	"Kntc1"	72.08894
"KPNA1"	"Kpna1"	74.45243
"KPNA2"	"Kpna2"	73.39608
"KPNA3"	"Kpna3"	72.75371
"KPNA4"	"Kpna4"	72.78713
"KPNA6"	"Kpna6"	72.68441
"KPNB1"	"Kpnb1"	72.77439
"KPRP"	"Kprp"	79.94888
"KPTN"	"Kptn"	73.91566
"KRAS"	"Kras"	72.72054
"KRBA1"	"Krba1"	77.700966
"KRCC1"	"Krcc1"	77.143265
"KREMEN1"	"Kremen1"	73.779434
"KREMEN2"	"Kremen2"	76.28813
"KRI1"	"Kri1"	73.82389
"KRIT1"	"Krit1"	73.75846
"KRR1"	"Krr1"	71.984474
"KRT1"	"Krt1"	79.570526
"KRT10"	"Krt10"	77.48546
"KRT12"	"Krt12"	77.688644
"KRT13"	"Krt13"	81.49291
"KRT14"	"Krt14"	82.98638
"KRT15"	"Krt15"	78.20597
"KRT16"	"Krt16"	81.95588
"KRT17"	"Krt17"	81.75557
"KRT18"	"Krt18"	76.50503
"KRT19"	"Krt19"	79.15928
"KRT2"	"Krt2"	79.20163
"KRT20"	"Krt20"	76.16194
"KRT222"	"Krt222"	74.068375
"KRT23"	"Krt23"	75.65145
"KRT24"	"Krt24"	78.63551
"KRT25"	"Krt25"	80.2708
"KRT26"	"Krt26"	80.57211
"KRT27"	"Krt27"	80.82228
"KRT28"	"Krt28"	81.16702
"KRT31"	"Krt31"	89.991234
"KRT32"	"Krt32"	80.68974
"KRT33A"	"Krt33a"	87.9468
"KRT33B"	"Krt33b"	92.91921
"KRT34"	"Krt34"	86.03972
"KRT35"	"Krt35"	78.976364
"KRT36"	"Krt36"	77.92137
"KRT39"	"Krt39"	78.22554
"KRT4"	"Krt4"	78.89211
"KRT40"	"Krt40"	78.63551
"KRT5"	"Krt5"	78.206055
"KRT6A"	"Krt6a"	83.27143
"KRT6B"	"Krt6b"	91.7018
"KRT7"	"Krt7"	79.47623
"KRT71"	"Krt71"	81.16702
"KRT72"	"Krt72"	82.673065
"KRT73"	"Krt73"	84.82972
"KRT74"	"Krt74"	79.84935
"KRT75"	"Krt75"	83.29267
"KRT76"	"Krt76"	84.48739
"KRT77"	"Krt77"	80.862595
"KRT78"	"Krt78"	77.47895
"KRT79"	"Krt79"	78.38505
"KRT8"	"Krt8"	75.13663
"KRT80"	"Krt80"	75.38932
"KRT81"	"Krt81"	93.947975
"KRT82"	"Krt82"	78.63191
"KRT83"	"Krt83"	89.991234
"KRT84"	"Krt84"	78.38865
"KRT85"	"Krt85"	84.22283
"KRT86"	"Krt86"	88.78395
"KRT9"	"Krt9"	80.60854
"KRTAP1-3"	"Krtap1-3"	92.3724
"KRTAP1-4"	"Krtap1-4"	95.75024
"KRTAP1-5"	"Krtap1-5"	94.7456
"KRTAP10-10"	"Krtap10-10"	97.07439
"KRTAP10-4"	"Krtap10-4"	98.76576
"KRTAP11-1"	"Krtap11-1"	87.412094
"KRTAP12-1"	"Krtap12-1"	95.74878
"KRTAP13-1"	"Krtap13-1"	92.35233
"KRTAP17-1"	"Krtap17-1"	91.11047
"KRTAP19-1"	"Krtap19-1"	93.81185
"KRTAP19-2"	"Krtap19-2"	92.2175
"KRTAP19-3"	"Krtap19-3"	94.878136
"KRTAP19-4"	"Krtap19-4"	93.73277
"KRTAP19-5"	"Krtap19-5"	89.93341
"KRTAP2-4"	"Krtap2-4"	94.68417
"KRTAP20-2"	"Krtap20-2"	95.96408
"KRTAP24-1"	"Krtap24-1"	89.93341
"KRTAP26-1"	"Krtap26-1"	92.99829
"KRTAP27-1"	"Krtap27-1"	89.66288
"KRTAP29-1"	"Krtap29-1"	79.92696
"KRTAP3-1"	"Krtap3-1"	89.52676
"KRTAP3-2"	"Krtap3-2"	97.26845
"KRTAP3-3"	"Krtap3-3"	94.86549
"KRTAP4-1"	"Krtap4-1"	92.411446
"KRTAP4-2"	"Krtap4-2"	91.03705
"KRTAP4-6"	"Krtap4-6"	94.83908
"KRTAP4-7"	"Krtap4-7"	93.81544
"KRTAP4-8"	"Krtap4-8"	104.27319
"KRTAP4-9"	"Krtap4-9"	93.12177
"KRTAP5-2"	"Krtap5-2"	97.07439
"KRTAP5-3"	"Krtap5-3"	97.26845
"KRTAP5-4"	"Krtap5-4"	95.74878
"KRTAP5-5"	"Krtap5-5"	92.411545
"KRTAP6-1"	"Krtap6-1"	92.3988
"KRTAP6-2"	"Krtap6-2"	91.13054
"KRTAP6-3"	"Krtap6-3"	93.73277
"KRTAP8-1"	"Krtap8-1"	90.49148
"KRTAP9-1"	"Krtap9-1"	91.11047
"KRTAP9-3"	"Krtap9-3"	95.96408
"KRTCAP2"	"Krtcap2"	73.60506
"KRTCAP3"	"Krtcap3"	74.241646
"KRTDAP"	"Krtdap"	80.37776
"KSR1"	"Ksr1"	73.81931
"KTI12"	"Kti12"	74.145935
"KTN1"	"Ktn1"	72.45342
"KXD1"	"Kxd1"	73.453285
"KY"	"Ky"	72.48037
"KYAT1"	"Kyat1"	73.48735
"KYAT3"	"Kyat3"	73.98131
"KYNU"	"Kynu"	69.321266
"L1CAM"	"L1cam"	77.0606
"L1TD1"	"L1td1"	81.05665
"L2HGDH"	"L2hgdh"	71.81312
"L3HYPDH"	"L3hypdh"	73.282135
"L3MBTL1"	"L3mbtl1"	72.936165
"L3MBTL2"	"L3mbtl2"	72.46076
"L3MBTL3"	"L3mbtl3"	74.85806
"L3MBTL4"	"L3mbtl4"	77.99695
"LACC1"	"Lacc1"	73.66065
"LACTB"	"Lactb"	72.65482
"LACTB2"	"Lactb2"	72.89275
"LAD1"	"Lad1"	73.630424
"LAG3"	"Lag3"	75.08884
"LAGE3"	"Lage3"	76.81461
"LAIR1"	"Lair1"	81.28844
"LALBA"	"Lalba"	78.05391
"LAMA1"	"Lama1"	73.16192
"LAMA2"	"Lama2"	72.247406
"LAMA4"	"Lama4"	71.954384
"LAMA5"	"Lama5"	73.117485
"LAMB1"	"Lamb1"	74.80913
"LAMB3"	"Lamb3"	74.44884
"LAMC1"	"Lamc1"	72.19908
"LAMC2"	"Lamc2"	72.88915
"LAMC3"	"Lamc3"	72.18327
"LAMP1"	"Lamp1"	75.09706
"LAMP2"	"Lamp2"	73.719765
"LAMP3"	"Lamp3"	74.947426
"LAMP5"	"Lamp5"	72.55723
"LAMTOR1"	"Lamtor1"	73.30881
"LAMTOR2"	"Lamtor2"	72.88125
"LAMTOR3"	"Lamtor3"	73.24901
"LAMTOR4"	"Lamtor4"	74.85806
"LAMTOR5"	"Lamtor5"	72.15262
"LANCL1"	"Lancl1"	73.04273
"LANCL2"	"Lancl2"	73.093506
"LAP3"	"Lap3"	73.060135
"LAPTM4A"	"Laptm4a"	73.411095
"LAPTM4B"	"Laptm4b"	73.31907
"LAPTM5"	"Laptm5"	76.50503
"LARGE1"	"Large1"	73.719765
"LARGE2"	"Large2"	72.51859
"LARP1"	"Larp1"	72.27614
"LARP1B"	"Larp1b"	72.65091
"LARP4"	"Larp4"	74.981544
"LARP4B"	"Larp4b"	72.78957
"LARP6"	"Larp6"	75.78629
"LARP7"	"Larp7"	72.68441
"LARS"	"Lars"	97.26835
"LARS2"	"Lars2"	72.37034
"LAS1L"	"Las1l"	73.58363
"LASP1"	"Lasp1"	73.117485
"LATS1"	"Lats1"	72.30739
"LATS2"	"Lats2"	73.15106
"LAX1"	"Lax1"	77.83871
"LAYN"	"Layn"	75.24479
"LBHD1"	"Lbhd1"	83.148895
"LBP"	"Lbp"	81.29956
"LBR"	"Lbr"	73.98131
"LBX1"	"Lbx1"	74.54105
"LBX2"	"Lbx2"	74.03594
"LCA5"	"Lca5"	72.52659
"LCA5L"	"Lca5l"	75.55432
"LCAT"	"Lcat"	73.025375
"LCE1B"	"Lce1b"	94.68417
"LCE1C"	"Lce1c"	88.30801
"LCE1D"	"Lce1d"	94.742
"LCE1E"	"Lce1e"	92.411446
"LCE1F"	"Lce1f"	90.0883
"LCE3A"	"Lce3a"	93.73277
"LCE3B"	"Lce3b"	94.742
"LCE3C"	"Lce3c"	94.68417
"LCE3D"	"Lce3d"	98.707924
"LCE3E"	"Lce3e"	98.68669
"LCE6A"	"Lce6a"	84.61993
"LCK"	"Lck"	73.282135
"LCLAT1"	"Lclat1"	72.75555
"LCMT1"	"Lcmt1"	73.4661
