	source	interaction	target
1474	SNAPC3	interacts with	DENND4C
1475	TIMM10B	interacts with	IGF2R
1476	TIMM10B	interacts with	SUGP2
1477	RAB11FIP2	interacts with	SP3
1478	RAB11FIP2	interacts with	RNF103
1479	RAB11FIP2	interacts with	KDM3B
1480	RAB11FIP2	interacts with	SNX19
1481	RAB11FIP2	interacts with	TAF1
1482	RAB11FIP2	interacts with	KCTD3
1483	RAB11FIP2	interacts with	C2CD5
1484	RAB11FIP2	interacts with	SYT1
1485	RAB11FIP2	interacts with	CCP110
1486	RAB11FIP2	interacts with	CLCN2
1487	RAB11FIP2	interacts with	NKTR
1488	RAB11FIP2	interacts with	DNAJC27
1489	RAB11FIP2	interacts with	YWHAB
1490	RAB11FIP2	interacts with	LZTFL1
1491	RAB11FIP2	interacts with	PTBP2
1492	RAB11FIP2	interacts with	SYTL1
1493	RAB11FIP2	interacts with	DENND1A
1494	RAB11FIP2	interacts with	TMEM268
1495	RAB11FIP2	interacts with	BAIAP2
1496	RAB11FIP2	interacts with	KIF13B
1497	RAB11FIP2	interacts with	EIF3A
1498	RAB11FIP2	interacts with	SPNS1
1499	RAB11FIP2	interacts with	MRTFB
1500	RAB11FIP2	interacts with	POLR3F
1501	RAB11FIP2	interacts with	HELZ
1502	RAB11FIP2	interacts with	MAST3
1503	RAB11FIP2	interacts with	VPS33B
1504	MAPK6	interacts with	MAP2K1
1505	MAPK6	interacts with	SUMO1
1506	MAPK6	interacts with	SP3
1507	MAPK6	interacts with	RAP1A
1508	MAPK6	interacts with	PRKAR1A
1509	MAPK6	interacts with	CANX
1510	MAPK6	interacts with	GARS
1511	MAPK6	interacts with	MAPK1
1512	MAPK6	interacts with	KDM3A
1513	MAPK6	interacts with	DNAJA3
1514	MAPK6	interacts with	SPG7
1515	MAPK6	interacts with	PPP3CA
1516	MAPK6	interacts with	INSR
1517	MAPK6	interacts with	NDUFS3
1518	MAPK6	interacts with	RSRC2
1519	MAPK6	interacts with	PTPRK
1520	MAPK6	interacts with	DUSP6
1521	MAPK6	interacts with	KPNA3
1522	MAPK6	interacts with	TAF4
1523	MAPK6	interacts with	WWC1
1524	MAPK6	interacts with	HSP90AB1
1525	MAPK6	interacts with	STK4
1526	MAPK6	interacts with	CDIPT
1527	MAPK6	interacts with	NCOA3
1528	MAPK6	interacts with	KNSTRN
1529	MAPK6	interacts with	ILK
1530	MAPK6	interacts with	CRKL
1531	MAPK6	interacts with	AC138811.2
1532	MAPK6	interacts with	STAU1
1533	MAPK6	interacts with	MON1A
1534	MAPK6	interacts with	METTL2A
1535	MAPK6	interacts with	IGF1R
1536	MAPK6	interacts with	TTBK2
1537	MAPK6	interacts with	DNAJC28
1538	MAPK6	interacts with	ZNF142
1539	MAPK6	interacts with	PPP2R2A
1540	MAPK6	interacts with	THAP4
1541	MAPK6	interacts with	SEPHS2
1542	MAPK6	interacts with	AKT3
1543	MAPK6	interacts with	RB1
1544	MAPK6	interacts with	ZBTB20
1545	MAPK6	interacts with	XRCC5
1546	MAPK6	interacts with	DAPK3
1547	MAPK6	interacts with	DAPK2
1548	MAPK6	interacts with	TPBG
1549	MAPK6	interacts with	MAP2K3
1550	MAPK6	interacts with	MAP2K6
1551	MAPK6	interacts with	MAP2K5
1552	MAPK6	interacts with	RGS19
1553	TGFBRAP1	interacts with	RSRC1
1554	TGFBRAP1	interacts with	VPS39
1555	TGFBRAP1	interacts with	VPS8
1556	TGFBRAP1	interacts with	VPS33B
1557	TGFBRAP1	interacts with	STX16-NPEPL1
1558	TGFBRAP1	interacts with	TSNARE1
1559	TGFBRAP1	interacts with	VPS11
1560	VPS39	interacts with	ZNF263
1561	VPS39	interacts with	LAMP1
1562	VPS39	interacts with	MAP2K5
1563	VPS39	interacts with	VPS4A
1564	VPS39	interacts with	UTRN
1565	VPS39	interacts with	STX16-NPEPL1
1566	VPS39	interacts with	AGPAT1
1567	VPS39	interacts with	TRPC4
1568	VPS39	interacts with	VPS11
1569	METTL2B	interacts with	RRP8
1570	METTL2B	interacts with	DYNLL2
1571	METTL2B	interacts with	METTL2A
1572	METTL2B	interacts with	AS3MT
1573	RRP8	interacts with	NCOA3
1574	RRP8	interacts with	EXOSC10
1575	RRP8	interacts with	METTL2A
1576	RRP8	interacts with	HIST1H3A
1577	RRP8	interacts with	RPL4
1578	DYNLL2	interacts with	FAM53C
1579	DYNLL2	interacts with	METTL2A
1580	AS3MT	interacts with	RRP8
1581	AS3MT	interacts with	METTL2A
1582	LYL1	interacts with	RB1
1583	LYL1	interacts with	PLCB2
1584	LYL1	interacts with	MAN2B1
1585	LYL1	interacts with	GATA3
1586	LYL1	interacts with	LDB2
1587	LYL1	interacts with	LMO1
1588	LYL1	interacts with	BCL11B
1589	LYL1	interacts with	DOCK2
1590	LYL1	interacts with	MYF5
1591	LYL1	interacts with	GMIP
1592	LYL1	interacts with	RGS19
1593	MAN2B1	interacts with	LAMP1
1594	MAN2B1	interacts with	DAG1
1595	MAN2B1	interacts with	DOCK2
1596	MAN2B1	interacts with	GMIP
1597	MAN2B1	interacts with	CLN3
1598	MAN2B1	interacts with	MAST3
1599	MAN2B1	interacts with	RPL28
1600	MAN2B1	interacts with	KDM6B
1601	GATA3	interacts with	MAPK1
1602	GATA3	interacts with	TSPAN5
1603	GATA3	interacts with	NCOA3
1604	GATA3	interacts with	ZBTB18
1605	GATA3	interacts with	CACNA1D
1606	GATA3	interacts with	ABL1
1607	GATA3	interacts with	NFATC3
1608	GATA3	interacts with	KDM5A
1609	GATA3	interacts with	SOX6
1610	GATA3	interacts with	DMD
1611	GATA3	interacts with	MYF5
1612	GATA3	interacts with	SYT1
1613	GATA3	interacts with	BCL2
1614	GATA3	interacts with	EHMT2
1615	GATA3	interacts with	FOXO1
1616	GATA3	interacts with	SULT1A1
1617	GATA3	interacts with	IGF1R
1618	GATA3	interacts with	LMO1
1619	GATA3	interacts with	TIAM1
1620	GATA3	interacts with	CASK
1621	GATA3	interacts with	PKIA
1622	GATA3	interacts with	BCL11B
1623	GATA3	interacts with	LDB2
1624	GATA3	interacts with	GATAD2A
1625	GATA3	interacts with	ZNF629
1626	LDB2	interacts with	SPDEF
1627	LDB2	interacts with	YWHAB
1628	LDB2	interacts with	THY1
1629	LDB2	interacts with	SLIT3
1630	LDB2	interacts with	KDM5A
1631	LDB2	interacts with	H2AFY
1632	LDB2	interacts with	GPRC5B
1633	LDB2	interacts with	RCAN2
1634	LDB2	interacts with	TRIM66
1635	LDB2	interacts with	KDM6B
1636	LDB2	interacts with	BCL11B
1637	LMO1	interacts with	UFSP2
1638	LMO1	interacts with	SLC6A7
1639	LMO1	interacts with	LGALS4
1640	LMO1	interacts with	BNC2
1641	LMO1	interacts with	XRCC5
1642	LMO1	interacts with	LDB2
1643	LMO1	interacts with	AKNA
1644	LMO1	interacts with	DDIT4L
1645	DOCK2	interacts with	NBR1
1646	DOCK2	interacts with	NCOA3
1647	DOCK2	interacts with	CRKL
1648	DOCK2	interacts with	GMIP
1649	DOCK2	interacts with	BTN3A2
1650	RGS19	interacts with	MAP2K1
1651	RGS19	interacts with	MAPK1
1652	RGS19	interacts with	GDE1
1653	RGS19	interacts with	PRKCA
1654	RGS19	interacts with	TAF4
1655	RGS19	interacts with	AXIN1
1656	RGS19	interacts with	DOCK2
1657	RGS19	interacts with	GMIP
1658	RGS19	interacts with	ARHGEF18
1659	RGS19	interacts with	TPST2
1660	RSRC2	interacts with	SUMO1
1661	RSRC2	interacts with	SP3
1662	RSRC2	interacts with	RNF103
1663	RSRC2	interacts with	KDM3B
1664	RSRC2	interacts with	KDM3A
1665	RSRC2	interacts with	RSRC1
1666	RSRC2	interacts with	PPP2R2A
1667	RSRC2	interacts with	HMGCR
1668	RSRC2	interacts with	ZNF277
1669	RSRC2	interacts with	SUGP2
1670	RSRC2	interacts with	HNRNPA3
1671	RSRC2	interacts with	NKTR
1672	RSRC2	interacts with	ADD3
1673	RSRC2	interacts with	XRCC5
1674	RSRC2	interacts with	EIF3A
1675	RSRC2	interacts with	PTBP2
1676	RSRC2	interacts with	TBC1D15
1677	TSPAN5	interacts with	SPCS1
1678	TSPAN5	interacts with	NOVA1
1679	TSPAN5	interacts with	NSUN3
1680	TSPAN5	interacts with	ASIC2
1681	TSPAN5	interacts with	NRCAM
1682	TSPAN5	interacts with	AKT3
1683	TSPAN5	interacts with	EPHB2
1684	MACF1	interacts with	KDM3B
1685	MACF1	interacts with	MAPK1
1686	MACF1	interacts with	RAB5B
1687	MACF1	interacts with	TAF1
1688	MACF1	interacts with	IGF2R
1689	MACF1	interacts with	ADD3
1690	MACF1	interacts with	NRXN1
1691	MACF1	interacts with	UTRN
1692	MACF1	interacts with	DMD
1693	MACF1	interacts with	SPTBN1
1694	MACF1	interacts with	NKTR
1695	MACF1	interacts with	GAS2
1696	MACF1	interacts with	STK4
1697	MACF1	interacts with	NCOA3
1698	MACF1	interacts with	NRCAM
1699	MACF1	interacts with	YWHAB
1700	MACF1	interacts with	NFATC3
1701	MACF1	interacts with	GTF3C1
1702	MACF1	interacts with	SUGP2
1703	MACF1	interacts with	AXIN1
1704	MACF1	interacts with	TRIO
1705	MACF1	interacts with	ZBTB20
1706	MACF1	interacts with	HELZ
1707	MACF1	interacts with	EPHB2
1708	MACF1	interacts with	AKT3
1709	MACF1	interacts with	KDM5A
1710	MACF1	interacts with	PLEC
1711	AGAP1	interacts with	SH3BP4
1712	AGAP1	interacts with	KCTD3
1713	AGAP1	interacts with	LAMP1
1714	AGAP1	interacts with	PTCH2
1715	AGAP1	interacts with	NCOA3
1716	AGAP1	interacts with	DENND4C
1717	AGAP1	interacts with	CLMN
1718	AGAP1	interacts with	INSR
1719	AGAP1	interacts with	SPTBN1
1720	AGAP1	interacts with	NSD2
1721	AGAP1	interacts with	FAM53C
1722	AGAP1	interacts with	SH3PXD2A
1723	AGAP1	interacts with	AKT3
1724	AGAP1	interacts with	IGF1R
1725	AGAP1	interacts with	TIAM1
1726	AGAP1	interacts with	TRIO
1727	AGAP1	interacts with	PIK3R1
1728	AGAP1	interacts with	MAST3
1729	AGAP1	interacts with	KIF1C
1730	AGAP1	interacts with	NAV1
1731	AGAP1	interacts with	KIF13B
1732	AGAP1	interacts with	KPNB1
1733	AGAP1	interacts with	DENND1A
1734	AGAP1	interacts with	BACE2
1735	USP34	interacts with	SP3
1736	USP34	interacts with	KDM3B
1737	USP34	interacts with	C2CD5
1738	USP34	interacts with	NBR1
1739	USP34	interacts with	ADD3
1740	USP34	interacts with	MACF1
1741	USP34	interacts with	NCOA3
1742	USP34	interacts with	ZBTB18
1743	USP34	interacts with	SPG7
1744	USP34	interacts with	NKTR
1745	USP34	interacts with	TRIM66
1746	USP34	interacts with	STK4
1747	USP34	interacts with	TNRC6A
1748	USP34	interacts with	VPS8
1749	USP34	interacts with	SLC35E2B
1750	USP34	interacts with	PPP2R2A
1751	USP34	interacts with	SULT1A1
1752	USP34	interacts with	NFATC3
1753	USP34	interacts with	KDM5A
1754	USP34	interacts with	SUGP2
1755	USP34	interacts with	AXIN1
1756	USP34	interacts with	ZBTB20
1757	USP34	interacts with	HELZ
1758	USP34	interacts with	AKT3
1759	USP34	interacts with	VPS39
1760	INSR	interacts with	MAP2K1
1761	INSR	interacts with	MAPK1
1762	INSR	interacts with	MAP2K3
1763	INSR	interacts with	IGF2R
1764	INSR	interacts with	NCOA3
1765	INSR	interacts with	TUB
1766	INSR	interacts with	YWHAB
1767	INSR	interacts with	CCL14
1768	INSR	interacts with	UTRN
1769	INSR	interacts with	DNAJC4
1770	INSR	interacts with	CRKL
1771	INSR	interacts with	CAMK2G
1772	INSR	interacts with	MAP2K6
1773	INSR	interacts with	PPP2R3A
1774	INSR	interacts with	AC007192.1
1775	INSR	interacts with	PRKCA
1776	INSR	interacts with	NSUN3
1777	INSR	interacts with	ZBTB20
1778	INSR	interacts with	CASK
1779	INSR	interacts with	FOXO1
1780	INSR	interacts with	BCL2
1781	INSR	interacts with	AKT3
1782	INSR	interacts with	DUSP6
1783	PTK7	interacts with	SP3
1784	PTK7	interacts with	TAF1
1785	PTK7	interacts with	IGF2R
1786	PTK7	interacts with	MMP11
1787	PTK7	interacts with	ZBTB18
1788	PTK7	interacts with	TPBG
1789	PTK7	interacts with	INSR
1790	PTK7	interacts with	WWC1
1791	PTK7	interacts with	SDC1
1792	PTK7	interacts with	PTPRD
1793	PTK7	interacts with	THY1
1794	PTK7	interacts with	DNAJC4
1795	PTK7	interacts with	GTF3C1
1796	PTK7	interacts with	ZNF629
1797	PTK7	interacts with	TRIO
1798	PTK7	interacts with	NSUN3
1799	PTK7	interacts with	ZNF202
1800	PTK7	interacts with	EPHB2
1801	PTK7	interacts with	EHMT2
1802	PTK7	interacts with	CASK
1803	PTK7	interacts with	NDST1
1804	PTK7	interacts with	DCHS1
1805	PTK7	interacts with	PLEC
1806	PTK7	interacts with	HSPA12A
1807	PTK7	interacts with	DUSP6
1808	PTK7	interacts with	PTPRK
1809	PTPRK	interacts with	SP3
1810	PTPRK	interacts with	RNF103
1811	PTPRK	interacts with	MACF1
1812	PTPRK	interacts with	TPBG
1813	PTPRK	interacts with	INSR
1814	PTPRK	interacts with	SLIT3
1815	PTPRK	interacts with	DMD
1816	PTPRK	interacts with	TYRO3
1817	PTPRK	interacts with	BACE2
1818	PTPRK	interacts with	EPHB2
1819	PTPRK	interacts with	CASK
1820	PTPRK	interacts with	RPL28
1821	PTPRK	interacts with	CHST10
1822	PTPRK	interacts with	NRCAM
1823	PTPRK	interacts with	PKIA
1824	PTPRK	interacts with	ABL1
1825	PTPRK	interacts with	DUSP6
1826	PIK3R1	interacts with	MAP2K1
1827	PIK3R1	interacts with	RAP1A
1828	PIK3R1	interacts with	CANX
1829	PIK3R1	interacts with	RAB5B
1830	PIK3R1	interacts with	TAF1
1831	PIK3R1	interacts with	IGF2R
1832	PIK3R1	interacts with	ADD3
1833	PIK3R1	interacts with	NCOA3
1834	PIK3R1	interacts with	TUB
1835	PIK3R1	interacts with	PLCB2
1836	PIK3R1	interacts with	ILK
1837	PIK3R1	interacts with	SNX8
1838	PIK3R1	interacts with	CCL14
1839	PIK3R1	interacts with	INSR
1840	PIK3R1	interacts with	TTBK2
1841	PIK3R1	interacts with	STK4
1842	PIK3R1	interacts with	AKT3
1843	PIK3R1	interacts with	ABL1
1844	PIK3R1	interacts with	ZBTB20
1845	PIK3R1	interacts with	KDM5A
1846	PIK3R1	interacts with	NKTR
1847	PIK3R1	interacts with	AKAP6
1848	PIK3R1	interacts with	FOXO1
1849	PIK3R1	interacts with	TYRO3
1850	PIK3R1	interacts with	DAG1
1851	PIK3R1	interacts with	CDIPT
1852	PIK3R1	interacts with	CRKL
1853	PIK3R1	interacts with	ERAS
1854	PIK3R1	interacts with	SNX32
1855	PIK3R1	interacts with	TRIO
1856	PIK3R1	interacts with	DOCK3
1857	PIK3R1	interacts with	TIAM1
1858	PIK3R1	interacts with	EPHB2
1859	PIK3R1	interacts with	CASK
1860	PIK3R1	interacts with	PLCD4
1861	PACSIN2	interacts with	MAPK1
1862	PACSIN2	interacts with	RAB5B
1863	PACSIN2	interacts with	IGF2R
1864	PACSIN2	interacts with	LAMP1
1865	PACSIN2	interacts with	ILK
1866	PACSIN2	interacts with	INSR
1867	PACSIN2	interacts with	UTRN
1868	PACSIN2	interacts with	PIK3R1
1869	PACSIN2	interacts with	SYT1
1870	PACSIN2	interacts with	SYT2
1871	PACSIN2	interacts with	FCHO2
1872	PACSIN2	interacts with	BAIAP2
1873	SOX5	interacts with	SUMO1
1874	SOX5	interacts with	GARS
1875	SOX5	interacts with	ELAVL2
1876	SOX5	interacts with	GATA3
1877	SOX5	interacts with	LMO1
1878	SOX5	interacts with	SOX6
1879	SOX5	interacts with	AC105001.2
1880	CASK	interacts with	MAPK1
1881	CASK	interacts with	ADD3
1882	CASK	interacts with	PAPSS1
1883	CASK	interacts with	CCL14
1884	CASK	interacts with	SDC1
1885	CASK	interacts with	PRKCA
1886	CASK	interacts with	MYO5C
1887	CASK	interacts with	ABL1
1888	CASK	interacts with	NFATC3
1889	CASK	interacts with	NRXN1
1890	CASK	interacts with	TIAM1
1891	CASK	interacts with	SPTBN1
1892	CASK	interacts with	NSUN3
1893	CASK	interacts with	LIN7C
1894	CASK	interacts with	NLGN1
1895	CASK	interacts with	DMD
1896	CASK	interacts with	RASAL1
1897	CASK	interacts with	PPFIA4
1898	CASK	interacts with	KIF13B
1899	CASK	interacts with	ARHGEF26
1900	CHST13	interacts with	NCAN
1901	CHST13	interacts with	CSPG4
1902	CHST13	interacts with	CHST3
1903	CHST13	interacts with	HS3ST2
1904	CHST13	interacts with	NDST3
1905	CHST13	interacts with	CHST8
1906	CHST13	interacts with	CHST7
1907	CHST13	interacts with	CHST9
1908	CHST13	interacts with	CHST10
1909	CHST13	interacts with	HS3ST3A1
1910	CHST13	interacts with	HS3ST4
1911	CHST13	interacts with	HS3ST1
1912	CHST13	interacts with	CSPG5
1913	CHST13	interacts with	HS6ST3
1914	CHST13	interacts with	AC093155.3
1915	CHST13	interacts with	NDST1
1916	CHST13	interacts with	NDST2
1917	CHST13	interacts with	NDST4
1918	CHST13	interacts with	CHST14
1919	CHST13	interacts with	HS3ST3B1
1920	NCAN	interacts with	SLC6A7
1921	NCAN	interacts with	CHST3
1922	NCAN	interacts with	CHST7
1923	NCAN	interacts with	NRXN1
1924	NCAN	interacts with	RIT2
1925	NCAN	interacts with	CHST1
1926	NCAN	interacts with	PRPH
1927	NCAN	interacts with	MMP16
1928	NCAN	interacts with	LSAMP
1929	NCAN	interacts with	GRIA3
1930	NCAN	interacts with	TRPM3
1931	NCAN	interacts with	NRCAM
1932	NCAN	interacts with	GPC6
1933	NCAN	interacts with	CSPG4
1934	NCAN	interacts with	CSPG5
1935	NCAN	interacts with	STMN4
1936	NCAN	interacts with	SDC1
1937	NCAN	interacts with	GPC1
1938	NCAN	interacts with	GPC2
1939	CSPG4	interacts with	CHST3
1940	CSPG4	interacts with	CHST7
1941	CSPG4	interacts with	THY1
1942	CSPG4	interacts with	CRB2
1943	CSPG4	interacts with	CSPG5
1944	CSPG4	interacts with	MMP16
1945	CSPG4	interacts with	SDC1
1946	CSPG4	interacts with	SLIT3
1947	CSPG4	interacts with	DAPK3
1948	CSPG4	interacts with	GPC1
1949	CSPG4	interacts with	GPC2
1950	CSPG4	interacts with	GPC6
1951	CHST3	interacts with	PAPSS1
1952	CHST3	interacts with	GPC1
1953	CHST3	interacts with	NDST3
1954	CHST3	interacts with	CSPG5
1955	CHST3	interacts with	CHST8
1956	CHST3	interacts with	CHST1
1957	CHST3	interacts with	TYRO3
1958	CHST3	interacts with	CHST7
1959	CHST3	interacts with	HS3ST4
1960	CHST3	interacts with	HS3ST1
1961	CHST3	interacts with	HS3ST3A1
1962	HS3ST2	interacts with	PAPSS1
1963	HS3ST2	interacts with	SULT1A4
1964	HS3ST2	interacts with	SLC6A7
1965	HS3ST2	interacts with	MMP11
1966	HS3ST2	interacts with	TMEM214
1967	HS3ST2	interacts with	SDC1
1968	HS3ST2	interacts with	GPC1
1969	HS3ST2	interacts with	RALYL
1970	HS3ST2	interacts with	CHST3
1971	HS3ST2	interacts with	GPC6
1972	HS3ST2	interacts with	PCSK2
1973	HS3ST2	interacts with	RPH3A
1974	HS3ST2	interacts with	TRPM3
1975	HS3ST2	interacts with	CHST7
1976	HS3ST2	interacts with	CHST8
1977	HS3ST2	interacts with	CHST1
1978	HS3ST2	interacts with	SPTBN5
1979	HS3ST2	interacts with	HS3ST3A1
1980	HS3ST2	interacts with	CADPS
1981	HS3ST2	interacts with	HS3ST6
1982	HS3ST2	interacts with	HS3ST4
1983	HS3ST2	interacts with	NDST3
1984	HS3ST2	interacts with	NDST4
1985	HS3ST2	interacts with	ELAVL4
1986	HS3ST2	interacts with	ASIC2
1987	HS3ST2	interacts with	NDST1
1988	HS3ST2	interacts with	HS6ST3
1989	HS3ST2	interacts with	HS3ST3B1
1990	HS3ST2	interacts with	SULT1A1
1991	HS3ST2	interacts with	SULT1A2
1992	HS3ST2	interacts with	RASGRF1
1993	HS3ST2	interacts with	HS3ST1
1994	HS3ST2	interacts with	GPC2
1995	HS3ST2	interacts with	GPC5
1996	HS3ST2	interacts with	SDC3
1997	HS3ST2	interacts with	CHST10
1998	HS3ST2	interacts with	CHST14
1999	NDST3	interacts with	PAPSS1
2000	NDST3	interacts with	GPC1
2001	NDST3	interacts with	SLIT3
2002	NDST3	interacts with	GPC6
2003	NDST3	interacts with	CHST7
2004	NDST3	interacts with	CHST8
2005	NDST3	interacts with	HS3ST3A1
2006	CHST7	interacts with	PAPSS1
2007	CHST7	interacts with	HS3ST3A1
2008	CHST9	interacts with	CANX
2009	CHST9	interacts with	NCAN
2010	CHST9	interacts with	CSPG4
2011	CHST9	interacts with	NDST3
2012	CHST9	interacts with	CHST8
2013	CHST9	interacts with	CHST10
2014	CHST9	interacts with	CHST14
2015	CHST9	interacts with	CSPG5
2016	CHST9	interacts with	HS6ST3
2017	CHST10	interacts with	CHST3
2018	CHST10	interacts with	NDST3
2019	CHST10	interacts with	CHST8
2020	CHST10	interacts with	THAP4
2021	CHST10	interacts with	CHST1
2022	CHST10	interacts with	HS3ST3A1
2023	CHST10	interacts with	HS3ST4
2024	CHST10	interacts with	HS3ST1
2025	HS3ST3A1	interacts with	PAPSS1
2026	HS3ST3A1	interacts with	GPC6
2027	HS3ST3A1	interacts with	CHST8
2028	HS3ST4	interacts with	PAPSS1
2029	HS3ST4	interacts with	GPC1
2030	HS3ST4	interacts with	GPC6
2031	HS3ST4	interacts with	NDST3
2032	HS3ST4	interacts with	CHST8
2033	HS3ST4	interacts with	CHST7
2034	HS3ST4	interacts with	HS3ST3A1
2035	HS3ST1	interacts with	PAPSS1
2036	HS3ST1	interacts with	GPC1
2037	HS3ST1	interacts with	GPC6
2038	HS3ST1	interacts with	NDST3
2039	HS3ST1	interacts with	CHST8
2040	HS3ST1	interacts with	CHST7
2041	HS3ST1	interacts with	HS3ST4
2042	HS3ST1	interacts with	HS3ST3A1
2043	CSPG5	interacts with	GPC1
2044	CSPG5	interacts with	GPC6
2045	CSPG5	interacts with	GRIA3
2046	CSPG5	interacts with	CHST7
2047	HS6ST3	interacts with	PAPSS1
2048	HS6ST3	interacts with	GPC1
2049	HS6ST3	interacts with	CHST3
2050	HS6ST3	interacts with	GPC6
2051	HS6ST3	interacts with	GRIA3
2052	HS6ST3	interacts with	NDST3
2053	HS6ST3	interacts with	CHST8
2054	HS6ST3	interacts with	CHST7
2055	HS6ST3	interacts with	CHST1
2056	HS6ST3	interacts with	CHST10
2057	HS6ST3	interacts with	HS3ST3A1
2058	HS6ST3	interacts with	HS3ST4
2059	HS6ST3	interacts with	HS3ST1
2060	HS6ST3	interacts with	GPC2
2061	AC093155.3	interacts with	CHST8
2062	AC093155.3	interacts with	HS6ST3
2063	NDST1	interacts with	PAPSS1
2064	NDST1	interacts with	SULT1A4
2065	NDST1	interacts with	SDC1
2066	NDST1	interacts with	GPC1
2067	NDST1	interacts with	CHST3
2068	NDST1	interacts with	GPC6
2069	NDST1	interacts with	ABL1
2070	NDST1	interacts with	XRCC5
2071	NDST1	interacts with	EPHB2
2072	NDST1	interacts with	AGPAT1
2073	NDST1	interacts with	NDST3
2074	NDST1	interacts with	CHST7
2075	NDST1	interacts with	CHST1
2076	NDST1	interacts with	CHST10
2077	NDST1	interacts with	HS6ST3
2078	NDST1	interacts with	HS3ST3A1
2079	NDST1	interacts with	HS3ST4
2080	NDST1	interacts with	HS3ST1
2081	NDST1	interacts with	GPC2
2082	NDST2	interacts with	PAPSS1
2083	NDST2	interacts with	SULT1A4
2084	NDST2	interacts with	PLCB2
2085	NDST2	interacts with	SDC1
2086	NDST2	interacts with	GPC1
2087	NDST2	interacts with	CHST3
2088	NDST2	interacts with	GPC6
2089	NDST2	interacts with	SPG7
2090	NDST2	interacts with	HS3ST2
2091	NDST2	interacts with	NDST3
2092	NDST2	interacts with	CHST8
2093	NDST2	interacts with	SDC3
2094	NDST2	interacts with	CHST7
2095	NDST2	interacts with	SULT1A2
2096	NDST2	interacts with	CHST1
2097	NDST2	interacts with	GPC5
2098	NDST2	interacts with	CHST10
2099	NDST2	interacts with	CHST14
2100	NDST2	interacts with	HS6ST3
2101	NDST2	interacts with	NDST1
2102	NDST2	interacts with	HS3ST3A1
2103	NDST2	interacts with	HS3ST6
2104	NDST2	interacts with	HS3ST4
2105	NDST2	interacts with	HS3ST1
2106	NDST2	interacts with	GPC2
2107	NDST2	interacts with	SULT1A1
2108	NDST2	interacts with	HS3ST3B1
2109	NDST2	interacts with	NDST4
2110	NDST4	interacts with	PAPSS1
2111	NDST4	interacts with	SULT1A4
2112	NDST4	interacts with	SDC1
2113	NDST4	interacts with	GPC1
2114	NDST4	interacts with	CHST3
2115	NDST4	interacts with	GPC6
2116	NDST4	interacts with	NDST3
2117	NDST4	interacts with	CHST8
2118	NDST4	interacts with	CHST7
2119	NDST4	interacts with	CHST1
2120	NDST4	interacts with	HS6ST3
2121	NDST4	interacts with	NDST1
2122	NDST4	interacts with	HS3ST3A1
2123	NDST4	interacts with	HS3ST4
2124	NDST4	interacts with	HS3ST1
2125	NDST4	interacts with	GPC2
2126	CHST14	interacts with	CANX
2127	CHST14	interacts with	NCAN
2128	CHST14	interacts with	CSPG4
2129	CHST14	interacts with	CHST3
2130	CHST14	interacts with	NDST3
2131	CHST14	interacts with	CHST8
2132	CHST14	interacts with	CHST7
2133	CHST14	interacts with	CHST1
2134	CHST14	interacts with	CHST10
2135	CHST14	interacts with	HS3ST3A1
2136	CHST14	interacts with	HS3ST4
2137	CHST14	interacts with	HS3ST1
2138	CHST14	interacts with	CSPG5
2139	CHST14	interacts with	HS6ST3
2140	CHST14	interacts with	KIAA2013
2141	CHST14	interacts with	NDST1
2142	CHST14	interacts with	NDST4
2143	CHST14	interacts with	AC093155.3
2144	HS3ST3B1	interacts with	PAPSS1
2145	HS3ST3B1	interacts with	SULT1A4
2146	HS3ST3B1	interacts with	SDC1
2147	HS3ST3B1	interacts with	GPC1
2148	HS3ST3B1	interacts with	CHST3
2149	HS3ST3B1	interacts with	GPC6
2150	HS3ST3B1	interacts with	NDST3
2151	HS3ST3B1	interacts with	CHST8
2152	HS3ST3B1	interacts with	CHST7
2153	HS3ST3B1	interacts with	CHST1
2154	HS3ST3B1	interacts with	GPC5
2155	HS3ST3B1	interacts with	CHST10
2156	HS3ST3B1	interacts with	CHST14
2157	HS3ST3B1	interacts with	HS6ST3
2158	HS3ST3B1	interacts with	NDST1
2159	HS3ST3B1	interacts with	NDST4
2160	HS3ST3B1	interacts with	HS3ST3A1
2161	HS3ST3B1	interacts with	HS3ST6
2162	HS3ST3B1	interacts with	HS3ST4
2163	HS3ST3B1	interacts with	HS3ST1
2164	HS3ST3B1	interacts with	GPC2
2165	HS3ST3B1	interacts with	SULT1A1
2166	TMEM19	interacts with	LGR5
2167	LGR5	interacts with	RALYL
2168	CKAP5	interacts with	MAP2K1
2169	CKAP5	interacts with	PRKAR1A
2170	CKAP5	interacts with	KDM3B
2171	CKAP5	interacts with	MAPK1
2172	CKAP5	interacts with	MAPK6
2173	CKAP5	interacts with	HSP90AB1
2174	CKAP5	interacts with	MACF1
2175	CKAP5	interacts with	IPO7
2176	CKAP5	interacts with	YWHAB
2177	CKAP5	interacts with	ILK
2178	CKAP5	interacts with	IPO4
2179	CKAP5	interacts with	HARS
2180	CKAP5	interacts with	TUBA4A
2181	CKAP5	interacts with	OIP5
2182	CKAP5	interacts with	DNAJA3
2183	CKAP5	interacts with	CCP110
2184	CKAP5	interacts with	NDUFS3
2185	CKAP5	interacts with	NSD2
2186	CKAP5	interacts with	FAM53C
