phenotype	description	h2_liability	h2_liability_se	h2_observed	h2_observed_se	h2_z	h2_p	h2_sig	confidence	notes	intercept	intercept_se	intercept_z	intercept_p	lambdaGC	mean_chi2	ratio	ratio_se	n	Neff	variable_type	isBinary	n_cases	n_controls	prevalence	source	sex	isNotPrimary	isBadPower	isLowNeff	isMidNeff	isExtremeSE	isHighSE	isSexBias	isBadOrdinal	isNumericOrdinal
6140_100	Heating type(s) in home: None of the above	0.100030308	0.062736784	0.011570543	0.007256787	1.594444309	0.055418277	NA	low	isLowNeff;	0.997221511	0.010054622	-0.276339437	0.608856316	1.004236738	1.010383288	-0.267592348	0.968346577	119908	8981.22	binary	TRUE	2289	117619	0.019089635	phesant	both_sexes	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6140_2	Heating type(s) in home: Electric storage heaters	0.011054458	0.035957347	0.001741402	0.00566434	0.307432517	0.37925709	NA	low	isLowNeff;	0.997326833	0.008352669	-0.320037493	0.625530045	0.99936923	0.999027749	NA	NA	119908	13764.54	binary	TRUE	3546	116362	0.029572672	phesant	both_sexes	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6140_3	Heating type(s) in home: Oil (kerosene) central heating	0.019268931	0.043942071	0.0027758	0.006330106	0.43850757	0.330509192	NA	low	isLowNeff;	1.020312029	0.008243083	2.464129999	0.006867314	1.025355818	1.021748829	0.933936648	0.379012734	119908	12147.69	binary	TRUE	3118	116790	0.026003269	phesant	both_sexes	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6140_4	Heating type(s) in home: Portable gas or paraffin heaters	0.011423867	0.243475186	0.000293844	0.006262654	0.046920048	0.481288475	NA	none	isBadPower;	1.006889128	0.008634779	0.797834912	0.212483149	0.993537917	0.999912227	NA	NA	119908	1292.5	binary	TRUE	324	119584	0.002702072	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6140_5	Heating type(s) in home: Solid fuel central heating	0.256080394	0.14281809	0.012768283	0.007120974	1.793052933	0.03648223	NA	none	isBadPower;	0.990795835	0.009371228	-0.982172786	0.836992634	1.001059645	1.003064715	-3.003269279	3.057780997	119908	2965.44	binary	TRUE	746	119162	0.006221436	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6140_6	Heating type(s) in home: Open fire without central heating	-0.065037931	0.173557192	-0.002212455	0.005904053	-0.374734867	0.646071171	NA	none	isBadPower;	1.004280949	0.007827948	0.546880094	0.292230556	0.997561771	0.999332965	NA	NA	119908	1828.97	binary	TRUE	459	119449	0.003827935	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6141_1	"How are people in household related to participant: Husband, wife or partner"	0.042976008	0.004977001	0.02349101	0.002720466	8.634921376	2.94E-18	z7	high		1.019744456	0.009811459	2.012387353	0.02208956	1.16851538	1.183284868	0.10772551	0.0535312	358963	276055.47	binary	TRUE	265738	93225	0.740293568	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6141_2	How are people in household related to participant: Son and/or daughter (include step-children)	0.011178468	0.003882901	0.00667282	0.00231784	2.878895851	0.001995351	nominal	high		1.004715797	0.008771674	0.537616495	0.29542092	1.042451697	1.049016725	0.096207908	0.178952672	358963	320944.75	binary	TRUE	121071	237892	0.337279887	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6141_3	How are people in household related to participant: Brother and/or sister	-0.003998887	0.051343943	-0.000157356	0.002020381	-0.077884295	0.531039954	NA	low	isLowNeff;	0.999458344	0.008428966	-0.064261314	0.525618922	1.001623434	1.006665925	-0.081257503	1.264485546	358963	6573.63	binary	TRUE	1651	357312	0.00459936	phesant	both_sexes	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6141_4	How are people in household related to participant: Mother and/or father	0.044565253	0.020808267	0.004852208	0.002265578	2.141709003	0.016108453	nominal	medium	isMidNeff;	0.99721961	0.009363934	-0.296925398	0.616738267	1.026166702	1.022292813	-0.124721348	0.420042709	358963	24765.45	binary	TRUE	6302	352661	0.017556127	phesant	both_sexes	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
6141_5	How are people in household related to participant: Grandparent	0.200168751	0.546624025	0.000779218	0.002127901	0.366190914	0.357111311	NA	none	isBadPower;	1.000524532	0.009333113	0.056201161	0.477590778	1.002157696	0.999795519	NA	NA	358963	407.88	binary	TRUE	102	358861	0.000284152	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6141_6	How are people in household related to participant: Grandchild	0.109082426	0.035422577	0.006666253	0.002164747	3.079460533	0.001036879	NA	low	isLowNeff;	0.9941483	0.0086891	-0.673452984	0.749670425	1.03109896	1.028162746	-0.207781593	0.308531699	358963	11533.83	binary	TRUE	2907	356056	0.008098328	phesant	both_sexes	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6141_7	How are people in household related to participant: Other related	0.02155709	0.0456634	0.00098123	0.002078494	0.47208683	0.318432406	NA	low	isLowNeff;	0.986778801	0.008483817	-1.558402171	0.940431029	0.992208285	0.998992123	NA	NA	358963	7904	binary	TRUE	1987	356976	0.005535389	phesant	both_sexes	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6141_8	How are people in household related to participant: Other unrelated	0.034286697	0.019493537	0.003669251	0.002086135	1.75887514	0.039299359	nominal	medium	isMidNeff;	0.995627811	0.008669435	-0.504322228	0.69298252	1.016427348	1.018004949	-0.242832629	0.481502928	358963	24193.99	binary	TRUE	6154	352809	0.017143828	phesant	both_sexes	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
6142_1	Current employment status: In paid employment or self-employed	0.024476247	0.003607334	0.015406936	0.00227069	6.785135321	5.80E-12	z4	high		1.015126614	0.008293273	1.823961904	0.034078916	1.095952883	1.107065588	0.141283618	0.077459742	359931	352882.89	binary	TRUE	205149	154782	0.569967577	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6142_100	Current employment status: None of the above	-0.146762805	0.046716229	-0.005979286	0.001903273	-3.141580722	0.999159808	NA	low	isLowNeff;	1.029829242	0.008764311	3.403489723	0.000332655	0.993774389	0.997659256	NA	NA	359931	6886.74	binary	TRUE	1730	358201	0.004806477	phesant	both_sexes	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6142_2	Current employment status: Retired	0.018073086	0.003800861	0.01104825	0.002323503	4.754997996	9.92E-07	z4	high		0.996452067	0.008624907	-0.411358972	0.659595333	1.053562199	1.066348063	-0.05347455	0.129994856	359931	335345.8	binary	TRUE	132931	227000	0.369323565	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6142_3	Current employment status: Looking after home and/or family	0.009663149	0.008915702	0.002165285	0.0019978	1.083834886	0.139219007	nonsig	medium	isSexBias;	1.0160531	0.008403615	1.910261204	0.028049795	1.040424185	1.03748945	0.428203145	0.224159473	359931	68449.71	binary	TRUE	18014	341917	0.050048482	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
6142_4	Current employment status: Unable to work because of sickness or disability	0.135215075	0.012693103	0.025363571	0.002380965	10.65264104	8.47E-27	z7	high		1.010718067	0.008971749	1.194646284	0.116112629	1.159174204	1.179848173	0.059595084	0.049885129	359931	52921.07	binary	TRUE	13756	346175	0.038218436	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6142_5	Current employment status: Unemployed	0.023742636	0.021191854	0.002396264	0.002138822	1.120366194	0.131278872	nonsig	medium	isMidNeff;	1.009090264	0.008609177	1.055880764	0.145511347	1.028902044	1.033318597	0.272828545	0.25838954	359931	22415.69	binary	TRUE	5694	354237	0.015819699	phesant	both_sexes	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
6142_6	Current employment status: Doing unpaid or voluntary work	0.039801398	0.010510069	0.007301641	0.001928092	3.786977982	7.62E-05	nominal	high		1.014861865	0.008360957	1.777531693	0.037740401	1.075775341	1.06932981	0.214364721	0.120596849	359931	51263.81	binary	TRUE	13308	346623	0.036973753	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6142_7	Current employment status: Full or part-time student	0.02218172	0.038058865	0.001320908	0.002266383	0.582826618	0.280005012	NA	low	isLowNeff;	1.00910881	0.008935786	1.019363053	0.15401532	1.021695818	1.021788234	0.418060945	0.410119774	359931	11183.75	binary	TRUE	2818	357113	0.007829278	phesant	both_sexes	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6143_1	Transport type for commuting to job workplace: Car/motor vehicle	0.058946756	0.009098823	0.028939089	0.004466941	6.478503243	4.63E-11	z4	high		1.011695206	0.00917639	1.274488733	0.101245132	1.106626599	1.107953844	0.108335245	0.085002905	190832	122574.81	binary	TRUE	152481	38351	0.799032657	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6143_100	Transport type for commuting to job workplace: None of the above	-0.00399435	0.107480483	-0.000144464	0.003887244	-0.037163491	0.514822676	NA	none	isBadPower;	1.001232315	0.00826106	0.149171556	0.440709132	0.999072813	0.996718868	NA	NA	190832	3142.95	binary	TRUE	789	190043	0.004134527	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6143_2	Transport type for commuting to job workplace: Walk	0.034950243	0.009641018	0.015332843	0.004229562	3.625161037	0.000144391	nominal	high		1.006674517	0.008896368	0.750251876	0.22655151	1.055206439	1.061459273	0.108600652	0.144752256	190832	101920.57	binary	TRUE	30287	160545	0.158710279	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6143_3	Transport type for commuting to job workplace: Public transport	0.058412251	0.009195723	0.029108978	0.004582568	6.352110528	1.06E-10	z4	high		1.021952744	0.009456929	2.321339619	0.010134261	1.124007042	1.131279834	0.167220994	0.072036419	190832	125658.67	binary	TRUE	39655	151177	0.207800579	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6143_4	Transport type for commuting to job workplace: Cycle	0.09318026	0.015408887	0.027559332	0.004557388	6.047176373	7.37E-10	z4	high		1.028980003	0.009268471	3.126729724	0.000883812	1.129011261	1.132089013	0.219397528	0.07016837	190832	54895.85	binary	TRUE	14885	175947	0.078000545	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6144_1	"Never eat eggs, dairy, wheat, sugar: Eggs or foods containing eggs"	0.06495156	0.01442589	0.009328363	0.002071851	4.502430083	3.36E-06	z4	medium	isMidNeff;	0.993914471	0.008178751	-0.744065795	0.771581664	1.057339769	1.054874117	-0.110899804	0.149045696	359777	36295.3	binary	TRUE	9315	350462	0.025891038	phesant	both_sexes	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
6144_2	"Never eat eggs, dairy, wheat, sugar: Dairy products"	0.039817783	0.015487938	0.005101542	0.001984349	2.570889929	0.005071878	nominal	medium	isMidNeff;	1.010562449	0.00768679	1.374103917	0.084704712	1.037885017	1.038361288	0.275341345	0.200378837	359777	30994.08	binary	TRUE	7923	351854	0.022021975	phesant	both_sexes	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
6144_3	"Never eat eggs, dairy, wheat, sugar: Wheat products"	0.044085716	0.016807666	0.006453686	0.002460466	2.62295296	0.004358565	nominal	medium	isMidNeff;	0.999219897	0.010023386	-0.07782827	0.531017671	1.030376428	1.033940521	-0.022984408	0.295322098	359777	37273.12	binary	TRUE	9573	350204	0.026608149	phesant	both_sexes	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
6144_4	"Never eat eggs, dairy, wheat, sugar: Sugar or foods/drinks containing sugar"	0.096789524	0.00726856	0.045974942	0.00345256	13.31618998	9.32E-41	z7	high		1.020769319	0.012314511	1.686572774	0.045842765	1.277962743	1.340768378	0.060948494	0.036137482	359777	218823.33	binary	TRUE	67292	292485	0.187038082	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6144_5	"Never eat eggs, dairy, wheat, sugar: I eat all of the above"	0.087648237	0.006416137	0.045368088	0.003321092	13.66059395	8.73E-43	z7	high		1.023494888	0.011991651	1.959270463	0.02504056	1.279270439	1.346260466	0.067853222	0.034631881	359777	252402.92	binary	TRUE	278162	81615	0.773151146	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6145_1	"Illness, injury, bereavement, stress in last 2 years: Serious illness, injury or assault to yourself"	0.050554563	0.006625314	0.016554258	0.002169481	7.630516238	1.17E-14	z7	high		1.008103017	0.009216975	0.879140531	0.189662542	1.119578638	1.11383481	0.071182238	0.080967986	358836	120646.8	binary	TRUE	33241	325595	0.092635633	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6145_100	"Illness, injury, bereavement, stress in last 2 years: None of the above"	0.043411817	0.003441919	0.027389125	0.002171555	12.61267695	8.99E-37	z7	high		0.995217902	0.007683302	-0.622401387	0.733161016	1.140984378	1.162005201	-0.029518175	0.047426268	358836	353226.31	binary	TRUE	201851	156985	0.562516024	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6145_2	"Illness, injury, bereavement, stress in last 2 years: Serious illness, injury or assault of a close relative"	0.033807425	0.009206811	0.012547311	0.003417022	3.672001774	0.000120329	nominal	high		1.003483255	0.011919738	0.292225831	0.385056982	1.084466074	1.090143711	0.038641136	0.132230392	358836	146675.73	binary	TRUE	41459	317377	0.11553746	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6145_3	"Illness, injury, bereavement, stress in last 2 years: Death of a close relative"	0.015441093	0.004503439	0.007728494	0.002254038	3.428733423	0.000303202	nominal	high		0.998795381	0.008493732	-0.141824436	0.556390659	1.048090658	1.048283056	-0.024949099	0.175915377	358836	238006.24	binary	TRUE	75305	283531	0.2098591	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6145_4	"Illness, injury, bereavement, stress in last 2 years: Death of a spouse or partner"	-0.008419012	0.021556014	-0.000839969	0.002150655	-0.390564388	0.651940373	nonsig	medium	isMidNeff;	1.013068747	0.008657159	1.509588385	0.065574244	1.020886702	1.015988414	0.817388573	0.541464535	358836	22003.92	binary	TRUE	5588	353248	0.015572574	phesant	both_sexes	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
6145_5	"Illness, injury, bereavement, stress in last 2 years: Marital separation/divorce"	0.027931142	0.013215683	0.004458223	0.002109418	2.11348467	0.017279653	nominal	high		1.0085199	0.008446921	1.008639761	0.156573716	1.039456517	1.030997547	0.274857245	0.272502886	358836	41959.94	binary	TRUE	10816	348020	0.030141903	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6145_6	"Illness, injury, bereavement, stress in last 2 years: Financial difficulties"	0.09061889	0.007268999	0.033276884	0.002669307	12.46648841	5.69E-36	z7	high		1.020733552	0.010369521	1.999470535	0.022778733	1.212810009	1.240483627	0.086216064	0.043119447	358836	144242.06	binary	TRUE	40670	318166	0.113338684	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6146_1	Attendance/disability/mobility allowance: Attendance allowance	0.115210106	0.043211323	0.00632081	0.002370717	2.666201773	0.003835682	NA	low	isLowNeff;	0.999206881	0.009297293	-0.085306422	0.533991107	1.038972852	1.043828134	-0.018096112	0.212130716	358597	10024.94	binary	TRUE	2524	356073	0.007038542	phesant	both_sexes	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6146_100	Attendance/disability/mobility allowance: None of the above	0.148026949	0.013127613	0.03636493	0.003224985	11.2759985	8.62E-30	z7	high		1.004288888	0.011396935	0.376319376	0.353339738	1.212646732	1.240780396	0.017812445	0.047333318	358597	78084.06	binary	TRUE	337879	20718	0.942224837	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6146_2	Attendance/disability/mobility allowance: Disability living allowance	0.146647664	0.012950202	0.030106205	0.002658627	11.32396748	4.99E-30	z7	high		0.993868324	0.009862892	-0.621691521	0.732927636	1.171466256	1.191114043	-0.03208386	0.051607363	358597	60039.56	binary	TRUE	15697	342900	0.043773372	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6146_3	Attendance/disability/mobility allowance: Blue badge	0.13509492	0.015925211	0.02411584	0.002842815	8.483085164	1.10E-17	z7	high		1.011593441	0.009942024	1.166104684	0.121786062	1.162400987	1.171153367	0.067737149	0.058088395	358597	49123.52	binary	TRUE	12733	345864	0.035507826	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6147_1	"Reason for glasses/contact lenses: For short-sightedness, i.e. only or mainly for distance viewing such as driving, cinema etc (called 'myopia')"	0.096721616	0.008164952	0.029323349	0.00247539	11.84595035	1.13E-32	z7	high		1.070093559	0.009271147	7.560397542	2.01E-14	1.221807145	1.257642978	0.272056936	0.035984475	360677	107739.43	binary	TRUE	29318	331359	0.081286026	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6147_2	"Reason for glasses/contact lenses: For long-sightedness, i.e. for distance and near, but particularly for near tasks like reading (called 'hypermetropia')"	0.066649665	0.011640092	0.013280418	0.002319371	5.725871016	5.15E-09	z4	high		1.026100781	0.009020921	2.893361	0.001905715	1.091177427	1.102757588	0.254003439	0.087788368	360677	57838.32	binary	TRUE	15091	345586	0.041840761	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6147_3	Reason for glasses/contact lenses: For just reading/near work as you are getting older (called 'presbyopia')	0.033252626	0.007931626	0.010518947	0.002509046	4.192409479	1.38E-05	z4	high		1.061315597	0.009532606	6.432196681	6.29E-11	1.111154367	1.110222741	0.556288077	0.08648493	360677	114982.49	binary	TRUE	31496	329181	0.08732467	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6147_4	Reason for glasses/contact lenses: For 'astigmatism'	0.073274177	0.014487081	0.010847156	0.002144598	5.057897924	2.12E-07	z4	medium	isMidNeff;	1.010856012	0.008721246	1.244777561	0.106606763	1.079684925	1.080778394	0.134392515	0.107965085	360677	37953.3	binary	TRUE	9752	350925	0.027038042	phesant	both_sexes	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
6147_5	Reason for glasses/contact lenses: For a 'squint' or 'turn' in an eye since childhood (called 'strabismus')	0.035827557	0.052583021	0.001347018	0.001976978	0.681352194	0.247824332	NA	low	isLowNeff;	1.011668655	0.008270137	1.410938542	0.079131368	1.027548947	1.029019227	0.402100809	0.284988182	360677	6236.8	binary	TRUE	1566	359111	0.004341835	phesant	both_sexes	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6147_6	Reason for glasses/contact lenses: For a 'lazy' eye or an eye with poor vision since childhood (called 'amblyopia')	0.008495256	0.033934198	0.00052502	0.002097185	0.250344976	0.401160289	NA	low	isLowNeff;	1.018991016	0.008673239	2.189610535	0.014276247	1.041059461	1.038146789	0.497840493	0.22736486	360677	11758.57	binary	TRUE	2964	357713	0.008217879	phesant	both_sexes	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6147_7	Reason for glasses/contact lenses: Other eye condition	-0.043738311	0.062085341	-0.001392812	0.001977059	-0.704486918	0.759435203	NA	low	isLowNeff;	1.018372055	0.00771812	2.380379751	0.008647402	1.014783743	1.015726455	1.168226146	0.490773014	360677	5066.08	binary	TRUE	1271	359406	0.003523929	phesant	both_sexes	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6148_1	Eye problems/disorders: Diabetes related eye disease	0.149082819	0.05698873	0.017236316	0.006588792	2.616005283	0.004448259	NA	low	isLowNeff;	1.01692888	0.0083129	2.036458847	0.020852151	1.051159046	1.054807275	0.308880155	0.151675128	117890	8824.38	binary	TRUE	2249	115641	0.019077106	phesant	both_sexes	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6148_100	Eye problems/disorders: None of the above	0.031169979	0.01423761	0.015928399	0.007275665	2.189270445	0.014288595	nominal	high		1.027842223	0.009184053	3.031583402	0.001216374	1.076698225	1.076277183	0.365013777	0.120403673	117890	80949.26	binary	TRUE	91941	25949	0.779888031	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6148_2	Eye problems/disorders: Glaucoma	0.154347055	0.036482911	0.031408912	0.007424104	4.230667187	1.16E-05	NA	low	isLowNeff;	1.031228581	0.009251177	3.375633326	0.00036823	1.082984331	1.111662389	0.279669649	0.082849534	117890	19488.25	binary	TRUE	5092	112798	0.043192807	phesant	both_sexes	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6148_3	Eye problems/disorders: Injury or trauma resulting in loss of vision	0.118139604	0.054867989	0.013226766	0.006142953	2.153160795	0.015653022	NA	low	isLowNeff;	0.99312081	0.008624693	-0.797615708	0.787453234	1.017623531	1.013921686	-0.494134859	0.619514954	117890	8447.01	binary	TRUE	2151	115739	0.018245822	phesant	both_sexes	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6148_4	Eye problems/disorders: Cataract	0.043715941	0.019706978	0.014521499	0.006546236	2.218297535	0.013267276	nominal	high		1.015762103	0.00856845	1.839551281	0.032917071	1.056211883	1.056619082	0.278388525	0.151335017	117890	40524.39	binary	TRUE	11194	106696	0.094952922	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6148_5	Eye problems/disorders: Macular degeneration	-0.025019176	0.045592142	-0.003318404	0.006047087	-0.548760707	0.70841516	NA	low	isLowNeff;	1.008841257	0.008751571	1.010247987	0.156188247	1.000466354	1.012079177	0.731941976	0.724517134	117890	10651.86	binary	TRUE	2726	115164	0.02312325	phesant	both_sexes	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6148_6	Eye problems/disorders: Other serious eye condition	0.005015789	0.026331164	0.001206281	0.006332557	0.190488706	0.424463096	nonsig	medium	isMidNeff;	1.012569035	0.008494943	1.479590255	0.069491314	1.01905988	1.021717147	0.578760872	0.391162938	117890	24875.83	binary	TRUE	6587	111303	0.05587412	phesant	both_sexes	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
6149_1	Mouth/teeth dental problems: Mouth ulcers	0.099131325	0.011534923	0.034377432	0.004000159	8.594017193	4.20E-18	z7	high		1.012626142	0.011989398	1.053108927	0.146145536	1.166464791	1.226032083	0.055859954	0.053042902	359841	132244.87	binary	TRUE	36831	323010	0.102353539	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6149_100	Mouth/teeth dental problems: None of the above	0.058789729	0.004345732	0.036439604	0.002693613	13.52815234	5.33E-42	z7	high		1.029382089	0.009565227	3.071760841	0.001064001	1.255501941	1.295140881	0.099552758	0.03240902	359841	343427.98	binary	TRUE	218346	141495	0.606784663	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6149_2	Mouth/teeth dental problems: Painful gums	0.052088952	0.013717608	0.007922304	0.002086336	3.797232913	7.32E-05	nominal	medium	isMidNeff;	1.000476393	0.008107485	0.058759601	0.476571793	1.049031963	1.049660468	0.009592994	0.163258334	359841	39322.68	binary	TRUE	10115	349726	0.028109637	phesant	both_sexes	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
6149_3	Mouth/teeth dental problems: Bleeding gums	0.052230623	0.006196124	0.020646441	0.002449289	8.429563584	1.73E-17	z7	high		1.023135522	0.009227008	2.50736978	0.00608167	1.154007939	1.170547895	0.135654105	0.054102154	359841	162539.41	binary	TRUE	46694	313147	0.129762867	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6149_4	Mouth/teeth dental problems: Loose teeth	0.070749466	0.01139105	0.013662967	0.002199812	6.210969457	2.63E-10	z4	high		1.011653753	0.008289213	1.405893721	0.079877843	1.110623047	1.110250015	0.105702957	0.075185596	359841	55162.49	binary	TRUE	14364	345477	0.03991763	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6149_5	Mouth/teeth dental problems: Toothache	0.030787757	0.010554978	0.005976805	0.00204903	2.916894553	0.001767676	nominal	high		1.010120368	0.008801959	1.149785889	0.125116034	1.053957917	1.057638109	0.175584664	0.152710749	359841	55578.27	binary	TRUE	14477	345364	0.040231658	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6149_6	Mouth/teeth dental problems: Dentures	0.125728787	0.007232428	0.056970982	0.003277201	17.38403645	5.45E-68	z7	high		1.031244328	0.011409212	2.738517546	0.003085843	1.333564469	1.41838962	0.074677588	0.027269348	359841	202576.47	binary	TRUE	60977	298864	0.169455398	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6150_1	Vascular/heart problems diagnosed by doctor: Heart attack	0.138917453	0.01972557	0.018353059	0.002606041	7.042506534	9.44E-13	z7	medium	isMidNeff;isSexBias;	1.01564906	0.009315706	1.679857668	0.046492506	1.114626698	1.148313952	0.105513068	0.062810719	360420	32389.66	binary	TRUE	8288	352132	0.022995394	phesant	both_sexes	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
6150_100	Vascular/heart problems diagnosed by doctor: None of the above	0.223485003	0.009695957	0.128143284	0.005559531	23.04929862	7.47E-118	z7	high		1.074393779	0.016018115	4.644352782	1.71E-06	1.598929704	1.944366678	0.07877637	0.016961754	360420	300701.27	binary	TRUE	253565	106855	0.703526441	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6150_2	Vascular/heart problems diagnosed by doctor: Angina	0.1616908	0.018268258	0.026632255	0.003008983	8.850915093	4.34E-19	z7	high		1.022052466	0.01024993	2.151474801	0.015719371	1.15547373	1.183665599	0.120068571	0.055807566	360420	44052.76	binary	TRUE	11372	349048	0.031552078	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
